Area,date,hour,bird,Plant_Sp,fruits_eat,pecks,handling_tec,reach,drop_seed,drop_fruit,forest_stratum,tree_structure,time_forag,next_perch
CIALITOS,98616,1208,PRTA,MICONIA SP.,0,0,0,0,0,0,1,3,0.5,1
CIALITOS,98616,1214,SHTA,FICUS SP.,2,11,MG,S,0,0,3,3,1.5,1
CIALITOS,98616,1214,SHTA,FICUS SP.,0,0,0,0,0,0,3,3,1,1
CIALITOS,98623,735,ANEU,PH SP.,2,0,MG,S,2,0,2,1,1,0
CIALITOS,98623,735,ANEU,PH SP.,0,0,0,0,0,0,2,1,1,0
CIALITOS,98623,735,ANEU,PH SP.,0,0,0,0,0,0,2,1,1,0
CIALITOS,98623,746,SHTA,MICONIA SP.,1,0,MG,S,0,0,1,3,1,1
CIALITOS,98623,801,SHTA,MICONIA SP.,2,0,MG,S,0,0,1,3,0.5,1
CIALITOS,98623,801,SHTA,MICONIA SP.,1,0,MG,FU,0,0,1,3,0.5,1
CIALITOS,98623,833,SHTA,ALLA,2,3,M,FU,1,0,3,2,2,3
CIALITOS,98623,833,SHTA,ALLA,0,0,0,0,0,0,3,2,2,3
CIALITOS,98623,917,SHTA,FICUS SP.,2,5,MG,AR,0,0,3,3,1.5,0
CIALITOS,98623,917,SHTA,FICUS SP.,2,0,MG,AB,0,0,3,3,1.5,0
CIALITOS,98623,922,BWVI,ANIN,0,0,0,0,0,0,3,3,0,0
CIALITOS,98623,928,WWDO,ALLA,9,0,G,S,0,0,3,2,15,0
CIALITOS,98623,928,WWDO,ALLA,0,0,0,0,0,0,3,2,15,0
CIALITOS,98623,928,WWDO,ALLA,0,0,0,0,0,0,3,2,15,0
CIALITOS,98623,946,PRTA,MICONIA SP.,1,0,MG,AB,0,0,2,3,0.5,0
CIALITOS,98623,950,PRTA,MICONIA SP.,8,0,MG,FU,0,0,2,3,1,2
CIALITOS,98623,950,PRTA,MICONIA SP.,1,0,MG,S,0,0,2,3,1,2
CIALITOS,98623,952,BWVI,MICONIA SP.,4,0,G,C,0,0,2,3,0.5,2
CIALITOS,98623,1000,SHTA,MICONIA SP.,6,0,MG,FU,0,0,2,3,4,1
CIALITOS,98623,1145,PRTA,MICONIA SP.,3,0,MG,F,0,0,2,3,0.5,1
CIALITOS,98626,650,PRWO,CLRO,1,4,MG,S,0,0,3,2,0.5,2
CIALITOS,98626,655,ANEU,PH SP.,20,20,R,S,20,0,2,2,10,1
CIALITOS,98626,700,GRKI,CLRO,2,4,G,C,0,0,3,3,1.5,3
CIALITOS,98626,724,BWVI,CLRO,1,1,0,F,0,0,3,2,1,3
CIALITOS,98626,724,BWVI,CLRO,1,1,0,0,0,0,3,2,0.5,3
CIALITOS,98626,730,BWVI,CLRO,1,5,G,S,0,0,3,3,1,3
CIALITOS,98626,732,PRFL,CLRO,2,2,G,F,0,0,3,3,2.5,2
CIALITOS,98626,800,PRBU,ALLA,3,3,M,F,0,0,2,0,4,1
CIALITOS,98626,812,WWDO,ALLA,2,2,G,S,0,0,2,1,3,3
CIALITOS,98626,818,PRVI,ALLA,3,3,G,F,1,0,2,2,1,2
CIALITOS,98626,827,PRBU,ALLA,1,1,R,0,0,0,2,2,0.5,3
CIALITOS,98626,829,WWDO,ALLA,1,3,0,C,1,0,2,1,1,1
CIALITOS,98626,852,PRTA,MICONIA SP.,3,3,MG,S,0,0,1,3,0.5,1
CIALITOS,98626,909,ANEU,PH SP.,7,7,R,S,7,0,1,2,1,3
CIALITOS,98626,944,ANEU,PH SP.,10,10,M,AB,10,0,2,2,0.5,3
CIALITOS,98626,959,SHTA,FICUS SP.,2,20,MG,S,0,0,2,2,5,1
CIALITOS,98626,1009,SHTA,FICUS SP.,3,11,MG,AR,0,1,2,2,1,2
CIALITOS,98630,857,PRTA,MICONIA SP.,1,1,MG,F,0,0,1,2,0.5,2
CIALITOS,98630,859,PRBU,ALLA,3,3,MG,AB,3,0,1,2,0.5,3
CIALITOS,98630,1114,ANEU,MICONIA SP.,1,1,c,0,0,0,2,2,0.5,3
CIALITOS,98630,1150,BWVI,ALLA,2,2,G,F,0,0,2,0,1,3
CIALITOS,98630,1151,PRBU,ALLA,2,2,R,S,1,0,2,2,0.5,3
CIALITOS,98706,711,SHTA,SCMO,2,3,MG,FU,0,0,3,3,0.5,2
CIALITOS,98706,818,PRBU,ALLA,1,1,MG,0,0,0,2,3,1,0
CIALITOS,98706,920,PRBU,GUGU,1,1,"P,R",0,1,0,3,2,1,1
CIALITOS,98706,939,PRBU,PSGR,5,0,M,F,0,0,2,3,5,3
CIALITOS,98706,939,PRBU,PSGR,11,0,M,F,0,0,2,3,3,3
CIALITOS,98706,1037,PRTA,MICONIA SP.,2,0,MG,S,0,0,1,3,0.5,1
CIALITOS,98711,720,SHTA,SCMO,2,2,MG,S,0,0,3,3,1.5,1
CIALITOS,98711,741,PRTA,MICONIA SP.,2,2,MG,S,0,0,1,3,0.5,1
CIALITOS,98711,820,PRTO,ALLA,1,3,G,F,1,2,3,2,0.5,1
CIALITOS,98711,930,SHTA,FICUS SP.,6,8,MG,S,0,1,3,2,8,2
CIALITOS,98711,948,ANEU,ANSC,6,6,R,AR,0,0,2,2,2,1
CIALITOS,98711,1013,SHTA,ANSC,2,2,MG,AB,0,0,2,2,0.5,1
CIALITOS,98716,859,PRTA,MICONIA SP.,1,1,MG,F,0,0,1,2,0.5,2
CIALITOS,98716,900,PRTA,MICONIA SP.,2,2,MG,F,0,0,1,2,1,1
CIALITOS,98716,952,ANEU,ANSC,4,4,MG,AB,0,0,2,3,0.5,1
CIALITOS,98716,1008,PRTA,MICONIA SP.,1,3,MG,0,0,0,3,2,0.5,2
CIALITOS,98716,859,PRTA,MICONIA SP.,1,1,MG,F,0,0,1,2,0.5,2
CIALITOS,98716,900,PRTA,MICONIA SP.,2,2,MG,F,0,0,1,2,1,1
CIALITOS,98716,952,ANEU,ANSC,4,4,MG,AB,0,0,2,3,0.5,1
CIALITOS,98716,1008,PRTA,MICONIA SP.,1,3,MG,0,0,0,3,2,0.5,2
CIALITOS,98716,1024,SHTA,MICONIA SP.,0,0,0,0,0,0,2,3,1,2
CIALITOS,98716,1024,SHTA,MICONIA SP.,0,0,0,0,0,0,2,2,1,2
CIALITOS,98727,823,SHTA,FICUS SP.,1,2,MG,E,0,0,3,2,1.5,2
CIALITOS,98727,827,SHTA,FICUS SP.,4,6,MG,E,0,0,3,2,2,1
CIALITOS,98727,1210,SHTA,SCMO,1,1,MG,AB,0,0,3,3,1,3
CIALITOS,98727,1210,SHTA,SCMO,2,2,MG,S,0,0,3,3,0.5,3
CIALITOS,98729,651,SHTA,SCMO,2,0,MG,S,0,0,3,3,0.5,0
CIALITOS,98729,651,SHTA,SCMO,1,0,MG,S,0,0,3,3,0.5,0
CIALITOS,98729,844,SHTA,MICONIA SP.,2,0,MG,FU,0,0,2,3,0.5,1
CIALITOS,98729,858,ANEU,ANSC,14,0,MG,S,0,0,2,1,1.5,1
CIALITOS,98729,906,ANEU,MICONIA SP.,1,3,MG,AB,0,1,1,3,0.5,2
CIALITOS,98729,908,ANEU,ANSC,17,0,MG,S,0,0,2,1,1.5,1
CIALITOS,98729,1031,BWVI,CLRO,1,17,G,C,0,0,3,2,1.5,1
CIALITOS,98729,1031,BWVI,CLRO,1,2,G,C,0,0,3,2,1.5,1
CIALITOS,98729,1139,BWVI,CLRO,1,1,G,C,0,0,3,3,2,1
CIALITOS,98729,1143,PRTA,PH SP.,1,4,G,AB,0,0,3,1,0.5,2
CIALITOS,98730,705,PRTA,DEBI,1,0,RM,0,1,0,2,2,2,3
CIALITOS,98730,811,PRTA,DEBI,2,2,RM,AR,2,0,3,1,2.5,3
CIALITOS,98730,845,PRTA,DEBI,1,1,MG,0,1,0,3,2,1,3
CIALITOS,98730,900,PRBU,ALLA,4,9,MG,AB,1,1,2,2,1.5,1
CIALITOS,98730,1116,ANEU,PH SP.,43,43,MG,AB,0,0,2,2,4,1
CIALITOS,98730,1117,ANEU,PH SP.,27,27,MG,AB,0,0,2,2,3,1
CIALITOS,98730,1133,SHTA,SCMO,2,2,MG,S,0,0,2,2,1,1
CIALITOS,98805,919,SHTA,CESC,2,7,MG,AR,0,0,3,3,1,1
CIALITOS,98805,928,BWVI,CESC,2,3,G,AR,0,0,3,3,1,1
CIALITOS,98805,928,BWVI,CESC,1,7,G,AR,0,0,3,3,1,1
CIALITOS,98805,955,ANEU,ANSC,10,0,MG,S,0,0,2,2,1.5,1
CIALITOS,98805,955,ANEU,ANSC,5,0,MG,S,0,0,2,2,1.5,1
CIALITOS,98805,1023,ANEU,ANSC,2,0,MG,AB,0,0,2,2,1,1
CIALITOS,98805,1136,ANEU,ANSC,3,0,MG,AB,0,0,2,2,0.5,1
CIALITOS,98805,1202,SHTA,DEAR,2,0,MG,S,0,0,3,3,1,1
CIALITOS,98831,750,ANEU,ANSC,2,2,MG,S,0,0,2,2,0.5,2
CIALITOS,98831,830,PRWO,CESC,1,8,MG,AR,0,0,3,1,6,3
CIALITOS,98831,900,SHTA,FICUS SP.,1,1,MG,FU,0,0,2,2,5,1
CIALITOS,98831,906,SHTA,FICUS SP.,1,1,MG,AR,0,0,2,2,3,2
CIALITOS,98831,1005,BANA,SCMO,2,2,P,C,0,0,3,2,0.5,3
CIALITOS,98831,1103,PRTA,CLRO,1,1,MG,F,0,0,3,3,0.5,1
CIALITOS,98901,645,ANEU,ANSC,5,5,MG,S,0,0,3,1,1,3
CIALITOS,98901,651,ANEU,ANSC,2,2,MG,S,0,0,2,1,0.5,3
CIALITOS,98901,822,PRBU,GUGU,1,3,M,FU,0,0,3,2,5,1
CIALITOS,98902,640,BWVI,INVE,2,4,0,S,0,0,3,2,0.5,1
CIALITOS,98902,642,SHTA,INVE,1,2,MG,S,0,0,3,2,0.5,1
CIALITOS,98902,1038,BWVI,COAR,1,2,MG,S,0,0,1,1,0.5,2
CIALITOS,98903,922,ANEU,ANSC,0,0,0,0,0,0,3,1,1,1
CIALITOS,98903,1003,SHTA,CESC,1,3,MG,FU,0,0,3,3,0.5,1
CIALITOS,98903,1153,PRBU,GUGU,2,3,P,S,0,0,2,2,17,0
CIALITOS,98903,1156,SHTA,FICUS SP.,0,0,0,0,0,0,2,3,1,2
CIALITOS,98903,1200,SHTA,FICUS SP.,0,0,0,0,0,0,3,3,1,0
CIALITOS,98908,630,ANEU,PH SP.,0,0,0,0,0,0,0,0,0,0
CIALITOS,98912,700,ANEU,MOCH,1,4,M,S,0,0,1,0,0.5,1
CIALITOS,98912,838,ANEU,ANSC,4,0,MG,FU,0,0,2,1,1,1
CIALITOS,98912,838,ANEU,ANSC,2,0,MG,AB,0,0,2,1,1,1
CIALITOS,98912,932,ANEU,ANSC,5,0,MG,AB,0,0,2,1,1,1
CIALITOS,98912,1040,SHTA,FICUS SP.,0,0,0,0,0,0,3,3,1,0
CIALITOS,98912,1059,SHTA,FICUS SP.,1,0,MG,S,0,0,2,3,2,2
CIALITOS,98912,1122,SHTA,FICUS SP.,4,5,MG,S,0,0,2,3,1,2
CIALITOS,98912,1123,SHTA,FICUS SP.,0,0,0,0,0,0,2,3,1,0
DELICIAS,981006,725,PRBU,GUGU,1,1,M,S,1,0,3,3,2,2
DELICIAS,981006,730,PRBU,GUGU,1,1,M,S,0,0,3,3,0.5,3
DELICIAS,981009,650,PRBU,GUGU,1,3,P,AB,4,0,3,3,0.5,1
DELICIAS,981009,706,PRBU,GUGU,1,4,P,AR,2,0,3,3,2,1
DELICIAS,981009,802,PETH,GUGU,1,9,G,S,0,0,3,3,1.5,1
DELICIAS,981009,846,PRBU,GUGU,2,10,P,AB,3,0,3,3,3,1
DON JUAN,97567,836,BWVI,INVE,2,0,P,AB,0,0,3,2,0.5,1
DON JUAN,97567,1016,BWVI,SCMO,1,1,G,AB,0,0,2,3,0.5,1
DON JUAN,97567,1017,BWVI,SCMO,2,2,G,AB,0,0,2,3,0.5,1
DON JUAN,97567,715,BWVI,GUGU,1,1,G,AR,0,0,3,3,1,2
DON JUAN,97567,721,BWVI,CESC,1,4,G,AB,0,0,3,3,1.5,1
DON JUAN,97567,827,GRKI,SCMO,3,3,G,FU,0,0,3,3,1.5,1
DON JUAN,97567,805,PRBU,CESC,2,0,MG,AB,0,0,3,3,0.5,2
DON JUAN,97567,928,PRTA,INVE,1,0,P,AB,0,0,3,3,0.5,3
DON JUAN,97567,936,PRTA,INVE,1,1,P,C,0,0,3,3,0.5,1
DON JUAN,97567,719,PRTA,SCMO,8,0,M,AB,0,0,3,3,1.5,1
DON JUAN,97567,654,PRWO,CESC,1,1,G,FU,0,0,3,3,2.5,2
DON JUAN,97567,1028,RLTH,SCMO,7,1,G,AB,0,0,3,3,0.5,1
DON JUAN,97567,959,RLTH,SCMO,2,2,G,AR,0,0,3,3,1,1
DON JUAN,97567,1006,RLTH,SCMO,3,3,G,AR,0,0,3,3,1,2
DON JUAN,97567,748,RLTH,SCMO,3,3,G,AB,0,0,3,3,1.5,1
DON JUAN,97567,1016,RLTH,SCMO,2,2,G,C,0,0,3,3,1,1
DON JUAN,97567,1022,RLTH,SCMO,1,1,G,AB,0,0,3,3,1,1
DON JUAN,97567,635,SHTA,CESC,1,2,MG,AB,0,0,3,3,1,2
DON JUAN,97567,958,SHTA,SCMO,7,7,MG,AB,0,0,3,3,2.5,1
DON JUAN,97567,737,SHTA,SCMO,4,4,MG,AB,0,0,3,3,2,1
DON JUAN,97567,741,SHTA,SCMO,2,2,MG,AB,0,0,3,3,1.5,1
DON JUAN,97567,1609,SHTA,INVE,1,60,MG,AB,2,0,3,2,6,1
DON JUAN,97702,940,BWVI,PH SP.,2,0,G,AB,0,0,2,3,1,3
DON JUAN,97702,727,GRKI,SCMO,3,0,G,FU,0,0,3,3,0.5,1
DON JUAN,97702,734,GRKI,SCMO,4,0,G,F,0,0,3,3,1,1
DON JUAN,97702,1009,GRKI,SCMO,9,0,G,F,0,0,3,3,2.5,1
DON JUAN,97702,725,PETH,SCMO,5,0,G,FU,2,0,3,3,1,1
DON JUAN,97702,1026,PRBU,GUGU,2,25,"P,M",AB,1,0,2,3,10.5,0
DON JUAN,97702,725,RLTH,SCMO,0,0,0,S,0,0,3,3,0.5,1
DON JUAN,97702,739,RLTH,SCMO,7,0,G,FU,1,0,3,3,1,1
DON JUAN,97702,741,SHTA,SCMO,4,0,MG,FU,0,0,3,3,0.5,1
DON JUAN,97702,910,SHTA,CESC,1,1,MG,AB,0,0,3,3,1,2
DON JUAN,98519,807,PRBU,GUGU,1,1,M,S,1,0,3,2,1.5,2
DON JUAN,98519,907,GRKI,SCMO,2,2,G,F,0,0,3,2,1,3
DON JUAN,98519,1007,PRBU,INVE,1,4,M,S,1,0,2,2,1.5,3
DON JUAN,98605,730,GRKI,OCCO,1,1,G,F,0,0,3,3,0.5,3
DON JUAN,98610,941,SHTA,PI SP.,1,7,MG,S,0,0,1,2,1,1
DON JUAN,98702,1124,SHTA,CESC,1,1,MG,0,0,0,3,3,0.5,2
DON JUAN,98710,950,BANA,CESC,1,3,MG,S,0,0,4,2,1,2
DON JUAN,98710,1000,SHTA,CESC,6,52,MG,S,1,0,4,2,6.5,3
DON JUAN,98710,1003,BANA,CESC,1,2,MG,S,0,0,4,2,0.5,3
DON JUAN,98728,920,BANA,CESC,2,5,MG,AB,0,0,3,2,2,3
DON JUAN,98728,1110,PRVI,CASY,3,3,MG,S,0,0,1,2,1,3
DON JUAN,98728,1140,SHTA,CESC,1,1,MG,S,0,0,3,2,2,3
DON JUAN,98728,1140,SHTA,CESC,1,9,MG,S,0,0,3,2,2,3
DON JUAN,98728,1204,BWVI,CESC,2,3,MG,S,0,0,3,2,1,3
DON JUAN,98728,1220,PRBU,MICONIA SP.,2,2,MG,E,0,0,2,2,0.5,2
DON JUAN,98804,929,PRBU,GUGU,3,5,"P,R",S,5,0,3,3,6,1
DON JUAN,98804,958,PRFL,GUGU,1,0,G,F,0,0,2,3,0.5,1
DON JUAN,98804,953,PRBU,GUGU,0,0,0,0,0,0,3,3,1,1
DON JUAN,98807,735,SHTA,TOHI,8,0,MG,S,0,0,2,3,1.5,1
DON JUAN,98807,740,RLTH,TOHI,0,0,0,0,0,0,2,3,0.5,3
DON JUAN,98807,821,SHTA,FICUS SP.,3,0,MG,S,0,0,3,3,1,3
DON JUAN,98830,936,RLTH,DEAR,4,6,G,FU,0,4,2,3,0.5,2
DON JUAN,98901,646,BANA,INVE,1,2,G,S,0,0,3,3,0.5,1
DON JUAN,98901,705,BANA,INVE,1,3,G,S,0,0,3,3,0.5,1
DON JUAN,98902,708,ANEU,CESC,2,42,MG,AB,0,0,3,3,4,1
DON JUAN,98902,710,PRBU,GUGU,1,0,P,0,0,0,3,2,0.5,2
DON JUAN,98902,1100,PRBU,GUGU,1,1,R,S,1,0,2,2,1,1
DON JUAN,98902,1102,PRBU,DEAR,7,0,M,S,15,0,3,3,1,3
DON JUAN,98902,1120,PRBU,DEAR,0,0,0,S,0,0,2,3,3,0
DON JUAN,98904,756,BWVI,COAR,1,0,G,AR,0,0,2,2,0.5,3
DON JUAN,98909,845,PRBU,DEAR,1,0,M,S,2,0,2,3,0.5,1
DON JUAN,98909,935,SHTA,DEAR,0,0,0,0,0,0,2,3,1,1
DON JUAN,98909,1121,SHTA,CESC,1,3,MG,S,0,0,3,3,0.5,1
GIL,,910,PRBU,TRMI,14,0,MG,AB,2,0,2,2,2,2
GIL,97201,730,SHTA,COSU,2,2,MG,AB,2,0,2,3,1,2
GIL,97201,800,PETH,OCCO,3,0,0,AB,0,0,2,3,0.5,1
GIL,97515,1705,PETH,OCCO,2,0,G,S,0,0,0,0,1.5,0
GIL,97519,1723,SNPI,OCCO,10,0,G,S,1,0,3,3,2.5,2
GIL,97519,1726,SNPI,OCCO,12,0,G,S,0,0,3,3,4.5,2
GIL,97567,619,BWVI,GUGU,1,0,G,C,0,0,2,3,0.5,1
GIL,97567,740,BWVI,SCMO,1,1,G,AB,0,0,3,3,0.5,1
GIL,97567,1645,BWVI,PARU,1,0,P,S,0,0,0,0,0.5,0
GIL,97567,725,PETH,SCMO,2,0,G,AB,0,0,3,3,0.5,1
GIL,97567,1031,PRBU,CESC,3,0,MG,AB,0,0,3,3,1,1
GIL,97567,802,PRBU,INVE,1,1,P,FU,0,0,3,3,0.5,2
GIL,97567,743,PRBU,SCMO,2,0,MG,FU,0,0,3,3,0.5,2
GIL,97567,932,PRBU,GUGU,1,0,M,FU,0,0,2,3,1,1
GIL,97567,801,PRBU,GUGU,1,1,M,AR,0,0,3,3,1,1
GIL,97567,807,PRBU,GUGU,2,2,M,AB,1,0,2,3,2.5,1
GIL,97567,721,PRTA,SCMO,1,0,MG,AB,0,0,3,3,0.5,1
GIL,97567,609,PRWO,INVE,12,1,P,AB,0,0,3,3,1.5,2
GIL,97567,647,PRWO,SCMO,2,2,G,FU,0,0,3,3,1.5,1
GIL,97567,853,SHTA,CESC,2,0,MG,AB,0,0,3,3,0.5,1
GIL,97567,745,SHTA,SCMO,1,1,MG,AR,0,0,3,3,0.5,1
GIL,97567,903,SHTA,CESC,1,0,MG,AB,0,0,3,3,1,1
GIL,97567,910,SHTA,CESC,2,0,MG,AB,0,0,3,3,1,1
GIL,97567,921,SHTA,THOC,1,0,MG,FU,0,0,3,3,1,1
GIL,97567,726,SHTA,SCMO,2,2,MG,AB,0,0,3,3,1,1
GIL,97567,1600,SNPI,SOTO,1,0,G,S,0,0,1,3,4,2
GIL,97567,1705,SNPI,OCCO,17,0,G,S,0,0,3,3,5,2
GIL,97606,1200,PRBU,GUGU,2,0,M,AB,1,0,3,2,0.5,1
GIL,97606,720,PRBU,CESC,1,4,MG,FU,0,0,2,3,1,1
GIL,97606,750,SHTA,CESC,1,13,MG,AB,0,0,3,3,1.5,1
GIL,97606,1053,SHTA,CESC,1,4,MG,S,0,0,3,3,1.5,1
GIL,97606,1055,SHTA,CESC,1,6,MG,S,0,0,3,3,1.5,1
GIL,97709,751,BWVI,SCMO,2,0,G,FU,0,0,3,3,1,1
GIL,97709,757,BWVI,SCMO,0,0,0,S,0,0,3,3,0.5,1
GIL,97709,848,PRBU,GUGU,1,1,P,AB,0,0,3,2,0,0
GIL,97709,746,PRWO,SCMO,2,0,G,AR,0,0,3,2,1,1
GIL,97709,754,SHTA,SCMO,1,0,MG,AB,0,0,3,3,0.5,1
GIL,97709,755,SHTA,SCMO,2,0,MG,AB,0,0,3,3,0.5,1
GIL,97709,805,SHTA,SCMO,4,0,MG,AR,0,0,3,3,0.5,3
GIL,97711,1645,SHTA,TOHI,3,3,MG,AB,0,0,2,3,1,1
JOSE COLON,97567,730,PETH,CLRO,1,1,G,AR,0,0,3,3,1,1
JOSE COLON,98520,722,PRBU,CUAM,2,4,R,0,1,0,3,3,1,1
JOSE COLON,98520,722,RLTH,CUAM,0,0,0,0,0,0,3,3,0.5,0
JOSE COLON,98520,725,PRBU,CUAM,3,5,"P,R",C,1,0,3,3,4,1
JOSE COLON,98520,729,RLTH,CUAM,2,0,G,F,0,0,3,3,0.5,1
JOSE COLON,98527,847,PETH,CLRO,1,4,G,S,0,0,3,3,1,1
JOSE COLON,98527,920,PRBU,CLRO,1,0,0,0,0,0,3,3,1,1
JOSE COLON,98527,958,PETH,ZAMA,35,0,G,S,0,0,3,3,3,2
JOSE COLON,98527,1202,PETH,CLRO,1,5,G,C,0,0,3,3,2,1
JOSE COLON,98603,830,PRBU,CUAM,0,0,0,0,0,0,3,3,0.5,2
JOSE COLON,98603,833,RLTH,CUAM,1,0,G,F,0,0,3,3,0.5,0
JOSE COLON,98617,905,PRBU,CUAM,2,0,M,0,2,0,3,3,0.5,1
JOSE COLON,98617,1222,PETH,GUGU,1,2,G,F,0,0,2,2,0.5,2
JOSE COLON,97567,1020,PETH,CUAM,3,3,G,C,0,0,3,3,2.5,1
JOSE COLON,981006,631,SNPI,ROBO,0,0,G,AB,0,0,3,1,0,0
JOSE COLON,981006,631,SNPI,ROBO,0,0,G,AB,0,0,3,1,0,0
JOSE COLON,981006,631,SNPI,ROBO,0,0,G,AB,0,0,3,1,0,0
JOSE COLON,981006,631,SNPI,ROBO,0,0,G,AB,0,0,3,1,0,0
JOSE COLON,981006,631,SNPI,ROBO,0,0,G,AB,0,0,3,1,0,0
JOSE COLON,981006,705,RLTH,ROBO,0,0,0,S,0,0,3,1,0.5,1
JOSE COLON,981006,803,PETH,GUGU,3,10,G,AB,0,0,2,3,2,0
JOSE COLON,98204,744,RLTH,OCCO,0,0,0,0,0,0,3,3,1,1
JOSE COLON,98204,744,RLTH,OCCO,0,0,0,0,0,0,3,3,1,1
JOSE COLON,98204,824,PRBU,GUGU,1,9,P,S,0,0,3,2,1,1
JOSE COLON,98209,1032,PRBU,GUGU,0,0,0,S,0,0,3,2,2,2
JOSE COLON,98209,1033,LGKI,GUGU,2,2,G,S,0,0,3,2,1,0
JOSE COLON,98209,1053,PRBU,GUGU,1,1,R,S,1,0,3,2,1,0
JOSE COLON,98209,1055,PRBU,GUGU,2,2,R,F,2,0,3,2,1,1
JOSE COLON,98209,1055,BWVI,GUGU,1,1,G,AB,0,0,3,2,1,1
JOSE COLON,98209,1104,PETH,GUGU,3,3,G,S,0,0,3,2,0.5,2
JOSE COLON,98209,1108,PETH,GUGU,3,3,G,S,0,0,3,2,1,2
JOSE COLON,98210,814,PETH,GUGU,1,2,G,S,0,0,2,2,1,1
JOSE COLON,98210,814,PETH,GUGU,0,0,0,0,0,0,2,3,0.5,2
