Site,Treatment,Treat2,Plot,plant_sp,N Rows,Grass,Height.avg,Diameter,Fruit.number,Fruit.per.ind,Visits,Visits.per.ind,n.seeds_avg,sum.seeds,seeds.per.ind,Div_treat,logHeight,LogDiam,root_grass,log_fruit_percapita
07ZM,CasDec&CasSyl,Hetero.same,7,Casearia_sylvestris,4,10,168.3333333,81.65,587.5,48.95833333,1,0.083333333,10.8,108,9,2,5.131869159,4.414614824,3.16227766,3.911189325
07ZM,CasDec&CelIgu,Hetero.diff,12,Celtis_iguanaea,4,5,105,32.0575,0,0,0,0,0,0,0,2,4.663439094,3.498248469,2.236067977,0
07ZM,CasDec&TreMic,Hetero.diff,6,Trema_micrantha,4,5,365.6666667,62.88,406,33.83333333,7,0.583333333,7.352941176,125,10.41666667,2,5.90445317,4.157006323,2.236067977,3.550574783
07ZM,CasSyl,Intra,5,Casearia_sylvestris,4,15,134.6666667,29.65,400,16.66666667,1,0.041666667,10.2,102,4.25,1,4.910200897,3.422632662,3.872983346,2.871679625
07ZM,CasSyl&CelIgu,Hetero.diff,14,Casearia_sylvestris,4,15,158.3333333,38.4575,0,0,1,0.083333333,4.285714286,30,2.5,2,5.070998444,3.675224143,3.872983346,0
07ZM,CasSyl&CelIgu,Hetero.diff,14,Celtis_iguanaea,4,15,169.3333333,17.4175,0,0,0,0,1.25,5,0.416666667,2,5.137757301,2.9133013,3.872983346,0
07ZM,CasSyl&TreMic,Hetero.diff,19,Casearia_sylvestris,4,10,161.3333333,65.605,265,22.08333333,0,0,2,2,0.166666667,2,5.089651834,4.19877965,3.16227766,3.139110856
07ZM,CasSyl&TreMic,Hetero.diff,19,Trema_micrantha,4,10,339.3333333,58.1125,536,44.66666667,10,0.833333333,12.83333333,231,19.25,2,5.829925529,4.079442408,3.16227766,3.821368637
07ZM,CelIgu,Intra,21,Celtis_iguanaea,4,5,189.6666667,52.6175,50,2.083333333,0,0,24.15384615,314,13.08333333,1,5.250526703,3.981875507,2.236067977,1.126011263
07ZM,CelIgu&TreMic,Hetero.same,2,Celtis_iguanaea,4,2,38.66666667,11.2975,0,0,0,0,0,0,0,2,3.680511205,2.50939599,1.414213562,0
07ZM,CelIgu&TreMic,Hetero.same,2,Trema_micrantha,4,2,264,61.155,392.7272727,32.72727273,10,0.833333333,9.6875,155,12.91666667,2,5.579729826,4.129631265,1.414213562,3.51830679
07ZM,TreMic,Intra,11,Trema_micrantha,4,1,390.6666667,51.935,522,21.75,12,0.5,6.277777778,113,4.708333333,1,5.970411138,3.969064746,1,3.124565145
08NEI,AcnArb,Intra,20,Acnistus_arborescens,4,35,274.3333333,58.625,316.25,13.17708333,10,0.416666667,35.6,534,22.25,1,5.617982485,4.088074949,5.916079783,2.651626811
08NEI,AcnArb&CapBac,Hetero.same,18,Acnistus_arborescens,4,35,241.6666667,52.7775,160,13.33333333,3,0.25,42.72727273,470,39.16666667,2,5.49168876,3.984855164,5.916079783,2.662587827
08NEI,AcnArb&CapBac,Hetero.same,18,Capsicum_baccatum,4,35,133.3333333,26.7975,291.6666667,24.30555556,0,0,32.5,130,10.83333333,2,4.900324273,3.324946089,5.916079783,3.231023959
08NEI,AcnArb&CasDec,Hetero.diff,10,Acnistus_arborescens,4,60,311.6666667,72.3525,200,16.66666667,4,0.333333333,47.35294118,805,67.08333333,2,5.74513766,4.295276587,7.745966692,2.871679625
08NEI,AcnArb&CasSyl,Hetero.diff,14,Acnistus_arborescens,3,40,361,116.92,141.6666667,11.80555556,3,0.25,92.8,1392,116,2,5.891644212,4.770006428,6.32455532,2.549879105
08NEI,AcnArb&CasSyl,Hetero.diff,14,Casearia_sylvestris,4,40,157.6666667,40.7725,30,2.5,0,0,0,0,0,2,5.066805566,3.732238228,6.32455532,1.252762968
08NEI,AcnArb&CelIgu,Hetero.diff,12,Acnistus_arborescens,4,40,269.3333333,70.325,195,16.25,4,0.333333333,49.46666667,742,61.83333333,2,5.599655765,4.267246897,6.32455532,2.847812143
08NEI,AcnArb&CelIgu,Hetero.diff,12,Celtis_iguanaea,4,40,212.3333333,36.5175,0,0,0,0,0,0,0,2,5.362855888,3.624807491,6.32455532,0
08NEI,AcnArb&TreMic,Hetero.diff,23,Acnistus_arborescens,4,8,291.3333333,36.6975,50,4.166666667,0,0,2,2,0.166666667,2,5.677894704,3.629593779,2.828427125,1.642227735
08NEI,AcnArb&TreMic,Hetero.diff,23,Trema_micrantha,4,8,362.6666667,71.0925,483.3333333,40.27777778,10,0.833333333,37.11111111,668,55.66666667,2,5.896237697,4.277950017,2.828427125,3.720324287
08NEI,All,Hetero.All,15,Acnistus_arborescens,4,10,302.3333333,102.4075,25,6.25,7,1.75,36.875,295,73.75,6,5.714832311,4.638677493,3.16227766,1.981001469
08NEI,All,Hetero.All,15,Capsicum_baccatum,3,10,155,33.13666667,101.4285714,25.35714286,0,0,52.125,417,104.25,6,5.049856007,3.530372075,3.16227766,3.271739314
08NEI,All,Hetero.All,15,Casearia_sylvestris,4,10,136,45.85,0,0,0,0,0,0,0,6,4.919980926,3.846951009,3.16227766,0
08NEI,All,Hetero.All,15,Celtis_iguanaea,4,10,185,37.395,0,0,0,0,0,0,0,6,5.225746674,3.647927243,3.16227766,0
08NEI,All,Hetero.All,15,Trema_micrantha,4,10,313.6666667,80.89,296.3636364,74.09090909,6,1.5,53.66666667,483,120.75,6,5.751513878,4.405376883,3.16227766,4.318699501
08NEI,CapBac,Intra,13,Capsicum_baccatum,4,50,111.3333333,33.6275,315.8333333,13.15972222,2,0.083333333,45.05555556,811,33.79166667,1,4.721470641,3.544648164,7.071067812,2.650401471
08NEI,CapBac&CasDec,Hetero.diff,19,Capsicum_baccatum,4,65,114.6666667,23.2425,257.7,21.475,5,0.416666667,14,182,15.16666667,2,4.750712492,3.188107291,8.062257748,3.11240358
08NEI,CapBac&CasSyl,Hetero.diff,4,Capsicum_baccatum,3,30,159,51.74,293.75,24.47916667,2,0.166666667,27.81818182,306,25.5,2,5.075173815,3.965374181,5.477225575,3.237861125
08NEI,CapBac&CasSyl,Hetero.diff,4,Casearia_sylvestris,4,30,155.6666667,34.5075,326.6666667,27.22222222,0,0,24,72,6,2,5.054120406,3.569743942,5.477225575,3.34010969
08NEI,CapBac&CelIgu,Hetero.diff,1,Capsicum_baccatum,4,40,124.3333333,30.9825,351.25,29.27083333,4,0.333333333,7.866666667,118,9.833333333,2,4.830976854,3.465188878,6.32455532,3.410184653
08NEI,CapBac&CelIgu,Hetero.diff,1,Celtis_iguanaea,4,40,281,57.5675,80,6.666666667,1,0.083333333,0,0,0,2,5.641907071,4.070179935,6.32455532,2.036881927
08NEI,CapBac&TreMic,Hetero.diff,5,Capsicum_baccatum,4,30,143,29.7275,132.7272727,11.06060606,2,0.166666667,12.375,99,8.25,2,4.9698133,3.425158019,5.477225575,2.489944444
08NEI,CapBac&TreMic,Hetero.diff,5,Trema_micrantha,4,30,339.3333333,67.1175,425.2941176,35.44117647,24,2,16.26315789,309,25.75,2,5.829925529,4.221234155,5.477225575,3.595699357
08NEI,CasDec&CasSyl,Hetero.same,9,Casearia_sylvestris,4,50,168.6666667,44.9375,80,6.666666667,0,0,25.09090909,276,23,2,5.133835728,3.827281777,7.071067812,2.036881927
08NEI,CasDec&CelIgu,Hetero.diff,22,Celtis_iguanaea,4,40,231,40.15,0,0,0,0,9.666666667,29,2.416666667,2,5.446737372,3.717223927,6.32455532,0
08NEI,CasDec&TreMic,Hetero.diff,6,Trema_micrantha,4,10,421,71.47,313.8461538,26.15384615,9,0.75,12.75,204,17,2,6.045005314,4.283172683,3.16227766,3.301518699
08NEI,CasSyl,Intra,8,Casearia_sylvestris,4,80,123.3333333,22.32,60,2.5,0,0,30,360,15,1,4.822966131,3.149311361,8.94427191,1.252762968
08NEI,CasSyl&CelIgu,Hetero.diff,7,Casearia_sylvestris,5,50,131.6666667,47.878,70,5.833333333,0,0,34,34,2.833333333,2,4.887839717,3.889327397,7.071067812,1.921812597
08NEI,CasSyl&CelIgu,Hetero.diff,7,Celtis_iguanaea,4,50,245.3333333,59.56,0,0,0,0,26.28571429,368,30.66666667,2,5.506685632,4.103634609,7.071067812,0
08NEI,CasSyl&TreMic,Hetero.diff,16,Casearia_sylvestris,4,20,146.6666667,42.89,100,8.333333333,0,0,1,2,0.166666667,2,4.994957482,3.781686504,4.472135955,2.233592222
08NEI,CasSyl&TreMic,Hetero.diff,16,Trema_micrantha,4,20,374.3333333,64.165,478.75,39.89583333,9,0.75,40.375,646,53.83333333,2,5.92781452,4.176922515,4.472135955,3.711028183
08NEI,CelIgu,Intra,3,Celtis_iguanaea,4,10,412.3333333,55.7925,250,10.41666667,0,0,17.07142857,239,9.958333333,1,6.02425437,4.039404275,3.16227766,2.435074276
08NEI,CelIgu&TreMic,Hetero.same,2,Celtis_iguanaea,4,10,143.6666667,21.3275,0,0,0,0,0,0,0,2,4.974432246,3.105819103,3.16227766,0
08NEI,CelIgu&TreMic,Hetero.same,2,Trema_micrantha,4,10,483.6666667,73.35,355.2941176,29.60784314,15,1.25,16.31578947,310,25.83333333,2,6.183461369,4.308783673,3.16227766,3.421256288
08NEI,TreMic,Intra,21,Trema_micrantha,4,20,392.3333333,44.7475,524.2857143,21.8452381,10,0.416666667,12.84210526,244,10.16666667,1,5.974657429,3.823137145,4.472135955,3.128742697
09DITO,AcnArb,Intra,9,Acnistus_arborescens,4,10,256.3333333,86.645,340,14.16666667,6,0.25,5.25,63,2.625,1,5.550372261,4.473294565,3.16227766,2.719100037
09DITO,AcnArb&CapBac,Hetero.same,7,Acnistus_arborescens,4,50,322,114.59,214.6666667,17.88888889,5,0.416666667,15.22222222,137,11.41666667,2,5.777652323,4.750049447,7.071067812,2.93857386
09DITO,AcnArb&CapBac,Hetero.same,7,Capsicum_baccatum,4,50,136,32.185,409.2857143,34.10714286,3,0.25,8.625,69,5.75,2,4.919980926,3.502097967,7.071067812,3.55840461
09DITO,AcnArb&CasDec,Hetero.diff,22,Acnistus_arborescens,4,10,357,117.44,300,25,5,0.416666667,13.14285714,184,15.33333333,2,5.880532986,4.774406503,3.16227766,3.258096538
09DITO,AcnArb&CasSyl,Hetero.diff,12,Acnistus_arborescens,4,30,250.3333333,77.9525,148.5714286,12.38095238,9,0.75,6,66,5.5,2,5.526780079,4.368846406,5.477225575,2.593832232
09DITO,AcnArb&CasSyl,Hetero.diff,12,Casearia_sylvestris,4,30,105,24.19,0,0,1,0.083333333,0,0,0,2,4.663439094,3.22644709,5.477225575,0
09DITO,AcnArb&CelIgu,Hetero.diff,21,Acnistus_arborescens,4,10,322.6666667,151.5075,343.3333333,28.61111111,6,0.5,22.8125,365,30.41666667,2,5.77971418,5.027213775,3.16227766,3.388149666
09DITO,AcnArb&CelIgu,Hetero.diff,21,Celtis_iguanaea,4,10,141.6666667,17.75,0,0,0,0,0,0,0,2,4.960510907,2.931193752,3.16227766,0
09DITO,AcnArb&TreMic,Hetero.diff,13,Acnistus_arborescens,4,55,178,75.45,90,7.5,5,0.416666667,2.333333333,28,2.333333333,2,5.187385806,4.336636932,7.416198487,2.140066163
09DITO,AcnArb&TreMic,Hetero.diff,13,Trema_micrantha,4,55,172.3333333,32.14,118.5714286,9.880952381,1,0.083333333,5.25,21,1.75,2,5.155216523,3.500741012,7.416198487,2.387013773
09DITO,All,Hetero.All,14,Acnistus_arborescens,4,60,214,111.0375,135,33.75,4,1,5.4,27,6.75,6,5.370638028,4.718833637,7.745966692,3.548179572
09DITO,All,Hetero.All,14,Capsicum_baccatum,4,60,120.6666667,52.5625,204.6428571,51.16071429,5,1.25,12.8,128,32,6,4.801285065,3.980849196,7.745966692,3.954329612
09DITO,All,Hetero.All,14,Casearia_sylvestris,4,60,114.3333333,39.4175,200,50,0,0,0,0,0,6,4.747826486,3.699262859,7.745966692,3.931825633
09DITO,All,Hetero.All,14,Celtis_iguanaea,3,60,89.33333333,30.64666667,0,0,0,0,0,0,0,6,4.503506532,3.454632824,7.745966692,0
09DITO,All,Hetero.All,14,Trema_micrantha,4,60,168.6666667,35.7725,204.2857143,51.07142857,2,0.5,14.33333333,86,21.5,6,5.133835728,3.604750283,7.745966692,3.952616402
09DITO,CapBac,Intra,20,Capsicum_baccatum,4,5,165.3333333,41.01,1483.571429,61.81547619,13,0.541666667,57.35294118,975,40.625,1,5.113993807,3.737907685,2.236067977,4.140201479
09DITO,CapBac&CasDec,Hetero.diff,6,Capsicum_baccatum,4,70,126.6666667,37.515,427.1666667,35.59722222,10,0.833333333,28.07142857,393,32.75,2,4.849422701,3.651047776,8.366600265,3.599972342
09DITO,CapBac&CasSyl,Hetero.diff,10,Capsicum_baccatum,4,50,154.3333333,43.1675,284.6153846,23.71794872,6,0.5,17.6875,283,23.58333333,2,5.045573345,3.787989225,7.071067812,3.207529648
09DITO,CapBac&CasSyl,Hetero.diff,10,Casearia_sylvestris,4,50,112,40.2825,123.3333333,10.27777778,0,0,5,10,0.833333333,2,4.727387819,3.720438681,7.071067812,2.422834221
09DITO,CapBac&CelIgu,Hetero.diff,4,Capsicum_baccatum,4,60,127,43.7075,563.2142857,46.93452381,10,0.833333333,16.38461538,213,17.75,2,4.852030264,3.800141273,7.745966692,3.869835992
09DITO,CapBac&CelIgu,Hetero.diff,4,Celtis_iguanaea,4,60,95.66666667,14.485,0,0,0,0,0,0,0,2,4.571268634,2.739871813,7.745966692,0
09DITO,CapBac&TreMic,Hetero.diff,8,Capsicum_baccatum,4,15,130.3333333,25.2725,189.5833333,15.79861111,3,0.25,17.41666667,209,17.41666667,2,4.87773862,3.268522765,3.872983346,2.821296211
09DITO,CapBac&TreMic,Hetero.diff,8,Trema_micrantha,4,15,274.3333333,48.8675,355.7142857,29.64285714,10,0.833333333,12.2,122,10.16666667,2,5.617982485,3.909369488,3.872983346,3.422399589
09DITO,CasDec&CasSyl,Hetero.same,16,Casearia_sylvestris,4,85,121,39.2875,250,20.83333333,0,0,1.636363636,18,1.5,2,4.804021045,3.696041247,9.219544457,3.083437854
09DITO,CasDec&CelIgu,Hetero.diff,11,Celtis_iguanaea,4,90,96.33333333,15.1825,0,0,0,0,0,0,0,2,4.578141514,2.783930411,9.486832981,0
09DITO,CasDec&TreMic,Hetero.diff,5,Trema_micrantha,4,60,311.3333333,35.795,255,21.25,4,0.333333333,11.66666667,140,11.66666667,2,5.744070993,3.605361966,7.745966692,3.102342009
09DITO,CasSyl,Intra,1,Casearia_sylvestris,4,40,127.6666667,39.4975,0,0,0,0,1.6,16,0.666666667,1,4.857225081,3.701240244,6.32455532,0
09DITO,CasSyl&CelIgu,Hetero.diff,23,Casearia_sylvestris,4,20,136.6666667,39.73,80,6.666666667,2,0.166666667,2.5,25,2.083333333,2,4.924835305,3.706964922,4.472135955,2.036881927
09DITO,CasSyl&CelIgu,Hetero.diff,23,Celtis_iguanaea,4,20,258.3333333,81.82,100,8.333333333,0,0,0,0,0,2,5.558114235,4.416669578,4.472135955,2.233592222
09DITO,CasSyl&TreMic,Hetero.diff,17,Casearia_sylvestris,4,35,131.6666667,32.4,100,8.333333333,0,0,0,0,0,2,4.887839717,3.5085559,5.916079783,2.233592222
09DITO,CasSyl&TreMic,Hetero.diff,17,Trema_micrantha,4,35,337.3333333,99.99,1107.692308,92.30769231,14,1.166666667,7.384615385,96,8,2,5.824031603,4.615021502,5.916079783,4.535902551
09DITO,CelIgu,Intra,2,Celtis_iguanaea,4,40,103.6666667,21.775,0,0,0,0,2.888888889,26,1.083333333,1,4.650780698,3.125663443,6.32455532,0
09DITO,CelIgu&TreMic,Hetero.same,18,Celtis_iguanaea,4,5,115.6666667,18.9325,0,0,0,0,0,0,0,2,4.759320866,2.992351565,2.236067977,0
09DITO,CelIgu&TreMic,Hetero.same,18,Trema_micrantha,4,5,366.6666667,52.645,499.4444444,41.62037037,11,0.916666667,4.714285714,66,5.5,2,5.907176731,3.982388268,2.236067977,3.752332317
09DITO,TreMic,Intra,19,Trema_micrantha,4,5,419.3333333,38.6025,997.2222222,41.55092593,22,0.916666667,21.35294118,363,15.125,1,6.041048047,3.678892248,2.236067977,3.750701616
10JG,AcnArb,Intra,13,Acnistus_arborescens,4,10,172.6666667,119.8625,1438,59.91666667,6,0.25,8.285714286,116,4.833333333,1,5.157137753,4.794653536,3.16227766,4.10950681
10JG,AcnArb&CapBac,Hetero.same,4,Acnistus_arborescens,4,25,225,97.67,101.75,8.479166667,7,0.583333333,12.33333333,74,6.166666667,2,5.420534999,4.591780949,5,2.249096408
10JG,AcnArb&CapBac,Hetero.same,4,Capsicum_baccatum,4,25,133,35.6775,701.0714286,58.42261905,5,0.416666667,15.88888889,143,11.91666667,2,4.8978398,3.602163488,5,4.084674946
10JG,AcnArb&CasDec,Hetero.diff,23,Acnistus_arborescens,4,10,302,131.4,153.3333333,12.77777778,1,0.083333333,3.636363636,40,3.333333333,2,5.713732806,4.885827644,3.16227766,2.623056988
10JG,AcnArb&CasSyl,Hetero.diff,15,Acnistus_arborescens,4,50,273.3333333,134.4075,1216.142857,101.3452381,16,1.333333333,10.86666667,163,13.58333333,2,5.614343912,4.90828875,7.071067812,4.628351785
10JG,AcnArb&CasSyl,Hetero.diff,15,Casearia_sylvestris,4,50,111.3333333,29.925,55,4.583333333,0,0,0,0,0,2,4.721470641,3.431564918,7.071067812,1.71978597
10JG,AcnArb&CelIgu,Hetero.diff,11,Acnistus_arborescens,4,35,206,118.08,104,8.666666667,1,0.083333333,11.91666667,143,11.91666667,2,5.332718793,4.779795536,5.916079783,2.268683541
10JG,AcnArb&CelIgu,Hetero.diff,11,Celtis_iguanaea,4,35,114,21.625,0,0,0,0,0,0,0,2,4.744932128,3.11905549,5.916079783,0
10JG,AcnArb&TreMic,Hetero.diff,2,Acnistus_arborescens,4,30,165,86.14,100,8.333333333,1,0.083333333,0,0,0,2,5.111987788,4.467516021,5.477225575,2.233592222
10JG,AcnArb&TreMic,Hetero.diff,2,Trema_micrantha,4,30,266.3333333,56.98,564.6153846,47.05128205,16,1.333333333,4.875,78,6.5,2,5.588496319,4.060098123,5.477225575,3.872268817
10JG,All,Hetero.All,14,Acnistus_arborescens,3,20,236.6666667,100.1766667,268.3333333,67.08333333,6,1.5,21,126,31.5,6,5.470869132,4.616868164,4.472135955,4.220732445
10JG,All,Hetero.All,14,Capsicum_baccatum,4,20,138.6666667,64.0075,213.3333333,53.33333333,1,0.25,12.33333333,148,37,6,4.939258631,4.174502648,4.472135955,3.995137912
10JG,All,Hetero.All,14,Casearia_sylvestris,3,20,117,28.54666667,60,15,0,0,1,1,0.25,6,4.770684624,3.385970934,4.472135955,2.772588722
10JG,All,Hetero.All,14,Celtis_iguanaea,3,20,98.33333333,38.22333333,0,0,0,0,0,0,0,6,4.598481198,3.669271808,4.472135955,0
10JG,All,Hetero.All,14,Trema_micrantha,3,20,359.3333333,74.46,727.2727273,181.8181818,12,3,17.33333333,208,52,6,5.887029529,4.323602715,4.472135955,5.208492117
10JG,CapBac,Intra,6,Capsicum_baccatum,4,90,112.3333333,49.265,940.7142857,39.19642857,7,0.291666667,50.73333333,761,31.70833333,1,4.730333329,3.91730901,9.486832981,3.69377815
10JG,CapBac&CasDec,Hetero.diff,5,Capsicum_baccatum,4,80,116,33.8025,212,17.66666667,4,0.333333333,20.66666667,310,25.83333333,2,4.762173935,3.549689223,8.94427191,2.926739402
10JG,CapBac&CasSyl,Hetero.diff,9,Capsicum_baccatum,4,20,140.6666667,82.02,1000,83.33333333,8,0.666666667,62.94444444,1133,94.41666667,2,4.95347688,4.419081543,4.472135955,4.4347772
10JG,CapBac&CasSyl,Hetero.diff,9,Casearia_sylvestris,4,20,103,22.04,60,5,0,0,0,0,0,2,4.644390899,3.137231836,4.472135955,1.791759469
10JG,CapBac&CelIgu,Hetero.diff,22,Capsicum_baccatum,4,10,149.6666667,44.775,719.5,59.95833333,5,0.416666667,51.92857143,727,60.58333333,2,5.015069891,3.823738091,3.16227766,4.110190571
10JG,CapBac&CelIgu,Hetero.diff,22,Celtis_iguanaea,4,10,99.66666667,32.84,0,0,0,0,0,0,0,2,4.611814729,3.521643535,3.16227766,0
10JG,CapBac&TreMic,Hetero.diff,7,Capsicum_baccatum,4,60,110.6666667,29.355,265.5,22.125,18,1.5,13.5,135,11.25,2,4.715518243,3.412961249,7.745966692,3.140914283
10JG,CapBac&TreMic,Hetero.diff,7,Trema_micrantha,4,60,254,79.1075,795.8333333,66.31944444,8,0.666666667,14.81818182,163,13.58333333,2,5.541263545,4.383369483,7.745966692,4.209449117
10JG,CasDec&CasSyl,Hetero.same,19,Casearia_sylvestris,4,60,117,35.1875,80,6.666666667,0,0,10.35714286,145,12.08333333,2,4.770684624,3.588713755,7.745966692,2.036881927
10JG,CasDec&CelIgu,Hetero.diff,16,Celtis_iguanaea,4,60,104.3333333,38.2425,0,0,0,0,213.3333333,640,53.33333333,2,4.657129925,3.669760343,7.745966692,0
10JG,CasDec&TreMic,Hetero.diff,12,Trema_micrantha,4,25,246.6666667,90,862.2222222,71.85185185,12,1,10.72222222,193,16.08333333,2,5.512083756,4.510859507,5,4.288427952
10JG,CasSyl,Intra,21,Casearia_sylvestris,4,30,115.6666667,56.4975,142.5,5.9375,1,0.041666667,8.538461538,111,4.625,1,4.759320866,4.051741469,5.477225575,1.936941479
10JG,CasSyl&CelIgu,Hetero.diff,1,Casearia_sylvestris,4,30,126.6666667,52.03,180,15,0,0,1.545454545,17,1.416666667,2,4.849422701,3.970857791,5.477225575,2.772588722
10JG,CasSyl&CelIgu,Hetero.diff,1,Celtis_iguanaea,4,30,114.6666667,67.9425,125,10.41666667,0,0,23,23,1.916666667,2,4.750712492,4.233272824,5.477225575,2.435074276
10JG,CasSyl&TreMic,Hetero.diff,20,Casearia_sylvestris,4,5,101.3333333,37.845,0,0,0,0,0,0,0,2,4.628235459,3.659579368,2.236067977,0
10JG,CasSyl&TreMic,Hetero.diff,20,Trema_micrantha,4,5,345,77.6475,547.6923077,45.64102564,12,1,19.76190476,415,34.58333333,2,5.846438775,4.364975843,2.236067977,3.842480532
10JG,CelIgu,Intra,8,Celtis_iguanaea,4,30,103.6666667,59.945,127.5,5.3125,0,0,19.07692308,248,10.33333333,1,4.650780698,4.109971818,5.477225575,1.842531795
10JG,CelIgu&TreMic,Hetero.same,10,Celtis_iguanaea,4,10,117.3333333,32.235,0,0,0,0,0,0,0,2,4.773505501,3.503603537,3.16227766,0
10JG,CelIgu&TreMic,Hetero.same,10,Trema_micrantha,4,10,337.6666667,66.07,746.9230769,62.24358974,8,0.666666667,20.6875,331,27.58333333,2,5.82501634,4.20573685,3.16227766,4.146993775
10JG,TreMic,Intra,18,Trema_micrantha,4,40,209.6666667,49.5375,424.6666667,17.69444444,9,0.375,26.77777778,482,20.08333333,1,5.350277106,3.922715635,6.32455532,2.928226391