Site,Treatment,Plant Species,phylo_dist,Label,Data
3SS,CasDecTreMic,TreMic,231.6,herbivore,0
3SS,CasDecTreMic,TreMic,231.6,phloem_feeder,0
3SS,CasDecTreMic,TreMic,231.6,pollinator,1
3SS,CasDecTreMic,TreMic,231.6,predator,0
3SS,CasSyl,CasSyl,0,ant,0
3SS,CasSyl,CasSyl,0,herbivore,0
3SS,CasSyl,CasSyl,0,phloem_feeder,2
3SS,CasSyl,CasSyl,0,pollinator,0
3SS,CasSyl,CasSyl,0,predator,0
3SS,CasSylCelIgu,CasSyl,231.6,ant,1
3SS,CasSylCelIgu,CasSyl,231.6,herbivore,0
3SS,CasSylCelIgu,CasSyl,231.6,phloem_feeder,0
3SS,CasSylCelIgu,CasSyl,231.6,pollinator,0
3SS,CasSylCelIgu,CasSyl,231.6,predator,0
3SS,CasSylTreMic,CasSyl,231.6,ant,0
3SS,CasSylTreMic,CasSyl,231.6,herbivore,0
3SS,CasSylTreMic,CasSyl,231.6,phloem_feeder,2
3SS,CasSylTreMic,CasSyl,231.6,pollinator,0
3SS,CasSylTreMic,CasSyl,231.6,predator,0
3SS,CelIgu,CelIgu,0,ant,1
3SS,CelIgu,CelIgu,0,herbivore,1
3SS,CelIgu,CelIgu,0,phloem_feeder,3
3SS,CelIgu,CelIgu,0,pollinator,0
3SS,CelIgu,CelIgu,0,predator,1
3SS,CelIguTreMic,TreMic,134.3,ant,0
3SS,CelIguTreMic,TreMic,134.3,herbivore,0
3SS,CelIguTreMic,TreMic,134.3,phloem_feeder,1
3SS,CelIguTreMic,TreMic,134.3,pollinator,0
3SS,CelIguTreMic,TreMic,134.3,predator,0
3SS,TreMic,TreMic,0,ant,1
3SS,TreMic,TreMic,0,herbivore,0
3SS,TreMic,TreMic,0,phloem_feeder,1
3SS,TreMic,TreMic,0,pollinator,0
3SS,TreMic,TreMic,0,predator,1
4AJ,AcnArb,AcnArb,0,ant,1
4AJ,AcnArb,AcnArb,0,herbivore,2
4AJ,AcnArb,AcnArb,0,phloem_feeder,2
4AJ,AcnArb,AcnArb,0,pollinator,0
4AJ,AcnArb,AcnArb,0,predator,0
4AJ,AcnArbCapBac,AcnArb,35.1,ant,0
4AJ,AcnArbCapBac,AcnArb,35.1,herbivore,0
4AJ,AcnArbCapBac,AcnArb,35.1,phloem_feeder,1
4AJ,AcnArbCapBac,AcnArb,35.1,pollinator,0
4AJ,AcnArbCapBac,AcnArb,35.1,predator,0
4AJ,AcnArbCapBac,CapBac,35.1,ant,0
4AJ,AcnArbCapBac,CapBac,35.1,herbivore,0
4AJ,AcnArbCapBac,CapBac,35.1,phloem_feeder,1
4AJ,AcnArbCapBac,CapBac,35.1,pollinator,0
4AJ,AcnArbCapBac,CapBac,35.1,predator,0
4AJ,AcnArbCasDec,AcnArb,247.5,ant,2
4AJ,AcnArbCasDec,AcnArb,247.5,herbivore,0
4AJ,AcnArbCasDec,AcnArb,247.5,phloem_feeder,3
4AJ,AcnArbCasDec,AcnArb,247.5,pollinator,0
4AJ,AcnArbCasDec,AcnArb,247.5,predator,0
4AJ,AcnArbCasSyl,AcnArb,247.5,ant,1
4AJ,AcnArbCasSyl,AcnArb,247.5,herbivore,0
4AJ,AcnArbCasSyl,AcnArb,247.5,phloem_feeder,4
4AJ,AcnArbCasSyl,AcnArb,247.5,pollinator,0
4AJ,AcnArbCasSyl,AcnArb,247.5,predator,0
4AJ,AcnArbCasSyl,CasSyl,247.5,ant,0
4AJ,AcnArbCasSyl,CasSyl,247.5,herbivore,0
4AJ,AcnArbCasSyl,CasSyl,247.5,phloem_feeder,0
4AJ,AcnArbCasSyl,CasSyl,247.5,pollinator,0
4AJ,AcnArbCasSyl,CasSyl,247.5,predator,1
4AJ,AcnArbCelIgu,AcnArb,247.5,ant,1
4AJ,AcnArbCelIgu,AcnArb,247.5,herbivore,1
4AJ,AcnArbCelIgu,AcnArb,247.5,phloem_feeder,0
4AJ,AcnArbCelIgu,AcnArb,247.5,pollinator,0
4AJ,AcnArbCelIgu,AcnArb,247.5,predator,0
4AJ,AcnArbTreMic,AcnArb,247.5,ant,2
4AJ,AcnArbTreMic,AcnArb,247.5,herbivore,2
4AJ,AcnArbTreMic,AcnArb,247.5,phloem_feeder,6
4AJ,AcnArbTreMic,AcnArb,247.5,pollinator,0
4AJ,AcnArbTreMic,AcnArb,247.5,predator,0
4AJ,AcnArbTreMic,TreMic,247.5,ant,0
4AJ,AcnArbTreMic,TreMic,247.5,herbivore,1
4AJ,AcnArbTreMic,TreMic,247.5,phloem_feeder,0
4AJ,AcnArbTreMic,TreMic,247.5,pollinator,0
4AJ,AcnArbTreMic,TreMic,247.5,predator,0
4AJ,All,AcnArb,460.6,ant,3
4AJ,All,AcnArb,460.6,herbivore,1
4AJ,All,AcnArb,460.6,phloem_feeder,8
4AJ,All,AcnArb,460.6,pollinator,1
4AJ,All,AcnArb,460.6,predator,1
4AJ,All,CapBac,460.6,ant,0
4AJ,All,CapBac,460.6,herbivore,3
4AJ,All,CapBac,460.6,phloem_feeder,1
4AJ,All,CapBac,460.6,pollinator,1
4AJ,All,CapBac,460.6,predator,1
4AJ,All,CelIgu,460.6,ant,1
4AJ,All,CelIgu,460.6,herbivore,0
4AJ,All,CelIgu,460.6,phloem_feeder,0
4AJ,All,CelIgu,460.6,pollinator,0
4AJ,All,CelIgu,460.6,predator,0
4AJ,All,TreMic,460.6,ant,0
4AJ,All,TreMic,460.6,herbivore,0
4AJ,All,TreMic,460.6,phloem_feeder,0
4AJ,All,TreMic,460.6,pollinator,0
4AJ,All,TreMic,460.6,predator,1
4AJ,CapBac,CapBac,0,ant,1
4AJ,CapBac,CapBac,0,herbivore,0
4AJ,CapBac,CapBac,0,phloem_feeder,0
4AJ,CapBac,CapBac,0,pollinator,0
4AJ,CapBac,CapBac,0,predator,0
4AJ,CapBacCasDec,CapBac,247.5,ant,0
4AJ,CapBacCasDec,CapBac,247.5,herbivore,0
4AJ,CapBacCasDec,CapBac,247.5,phloem_feeder,0
4AJ,CapBacCasDec,CapBac,247.5,pollinator,0
4AJ,CapBacCasDec,CapBac,247.5,predator,1
4AJ,CapBacCasSyl,CasSyl,247.5,ant,0
4AJ,CapBacCasSyl,CasSyl,247.5,herbivore,1
4AJ,CapBacCasSyl,CasSyl,247.5,phloem_feeder,0
4AJ,CapBacCasSyl,CasSyl,247.5,pollinator,0
4AJ,CapBacCasSyl,CasSyl,247.5,predator,0
4AJ,CapBacCelIgu,CapBac,247.5,ant,1
4AJ,CapBacCelIgu,CapBac,247.5,herbivore,0
4AJ,CapBacCelIgu,CapBac,247.5,phloem_feeder,0
4AJ,CapBacCelIgu,CapBac,247.5,pollinator,0
4AJ,CapBacCelIgu,CapBac,247.5,predator,1
4AJ,CapBacTreMic,TreMic,247.5,ant,0
4AJ,CapBacTreMic,TreMic,247.5,herbivore,0
4AJ,CapBacTreMic,TreMic,247.5,phloem_feeder,2
4AJ,CapBacTreMic,TreMic,247.5,pollinator,0
4AJ,CapBacTreMic,TreMic,247.5,predator,0
4AJ,CasDec,CasDec,0,ant,0
4AJ,CasDec,CasDec,0,herbivore,0
4AJ,CasDec,CasDec,0,phloem_feeder,1
4AJ,CasDec,CasDec,0,pollinator,0
4AJ,CasDec,CasDec,0,predator,0
4AJ,CasDecCasSyl,CasSyl,25.3,ant,0
4AJ,CasDecCasSyl,CasSyl,25.3,herbivore,0
4AJ,CasDecCasSyl,CasSyl,25.3,phloem_feeder,1
4AJ,CasDecCasSyl,CasSyl,25.3,pollinator,0
4AJ,CasDecCasSyl,CasSyl,25.3,predator,0
4AJ,CasDecTreMic,CasDec,231.6,ant,0
4AJ,CasDecTreMic,CasDec,231.6,herbivore,0
4AJ,CasDecTreMic,CasDec,231.6,phloem_feeder,0
4AJ,CasDecTreMic,CasDec,231.6,pollinator,1
4AJ,CasDecTreMic,CasDec,231.6,predator,0
4AJ,CasDecTreMic,TreMic,231.6,ant,0
4AJ,CasDecTreMic,TreMic,231.6,herbivore,0
4AJ,CasDecTreMic,TreMic,231.6,phloem_feeder,1
4AJ,CasDecTreMic,TreMic,231.6,pollinator,0
4AJ,CasDecTreMic,TreMic,231.6,predator,0
4AJ,CasSylCelIgu,CasSyl,231.6,ant,0
4AJ,CasSylCelIgu,CasSyl,231.6,herbivore,0
4AJ,CasSylCelIgu,CasSyl,231.6,phloem_feeder,1
4AJ,CasSylCelIgu,CasSyl,231.6,pollinator,0
4AJ,CasSylCelIgu,CasSyl,231.6,predator,0
4AJ,CelIguTreMic,CelIgu,134.3,ant,0
4AJ,CelIguTreMic,CelIgu,134.3,herbivore,1
4AJ,CelIguTreMic,CelIgu,134.3,phloem_feeder,0
4AJ,CelIguTreMic,CelIgu,134.3,pollinator,0
4AJ,CelIguTreMic,CelIgu,134.3,predator,0
5PF1,AcnArb,AcnArb,0,ant,0
5PF1,AcnArb,AcnArb,0,herbivore,2
5PF1,AcnArb,AcnArb,0,phloem_feeder,0
5PF1,AcnArb,AcnArb,0,pollinator,0
5PF1,AcnArb,AcnArb,0,predator,0
5PF1,AcnArbCapBac,AcnArb,35.1,ant,0
5PF1,AcnArbCapBac,AcnArb,35.1,herbivore,1
5PF1,AcnArbCapBac,AcnArb,35.1,phloem_feeder,0
5PF1,AcnArbCapBac,AcnArb,35.1,pollinator,0
5PF1,AcnArbCapBac,AcnArb,35.1,predator,0
5PF1,AcnArbCasDec,AcnArb,247.5,ant,0
5PF1,AcnArbCasDec,AcnArb,247.5,herbivore,1
5PF1,AcnArbCasDec,AcnArb,247.5,phloem_feeder,2
5PF1,AcnArbCasDec,AcnArb,247.5,pollinator,0
5PF1,AcnArbCasDec,AcnArb,247.5,predator,0
5PF1,All,AcnArb,460.6,ant,2
5PF1,All,AcnArb,460.6,herbivore,0
5PF1,All,AcnArb,460.6,phloem_feeder,6
5PF1,All,AcnArb,460.6,pollinator,0
5PF1,All,AcnArb,460.6,predator,0
5PF1,All,CapBac,460.6,ant,0
5PF1,All,CapBac,460.6,herbivore,2
5PF1,All,CapBac,460.6,phloem_feeder,2
5PF1,All,CapBac,460.6,pollinator,0
5PF1,All,CapBac,460.6,predator,0
5PF1,All,TreMic,460.6,ant,1
5PF1,All,TreMic,460.6,herbivore,0
5PF1,All,TreMic,460.6,phloem_feeder,1
5PF1,All,TreMic,460.6,pollinator,0
5PF1,All,TreMic,460.6,predator,0
5PF1,CapBac,CapBac,0,ant,0
5PF1,CapBac,CapBac,0,herbivore,2
5PF1,CapBac,CapBac,0,phloem_feeder,0
5PF1,CapBac,CapBac,0,pollinator,0
5PF1,CapBac,CapBac,0,predator,0
5PF1,CapBacCasDec,CapBac,247.5,ant,0
5PF1,CapBacCasDec,CapBac,247.5,herbivore,0
5PF1,CapBacCasDec,CapBac,247.5,phloem_feeder,0
5PF1,CapBacCasDec,CapBac,247.5,pollinator,0
5PF1,CapBacCasDec,CapBac,247.5,predator,1
5PF1,CapBacCasSyl,CapBac,247.5,ant,1
5PF1,CapBacCasSyl,CapBac,247.5,herbivore,0
5PF1,CapBacCasSyl,CapBac,247.5,phloem_feeder,0
5PF1,CapBacCasSyl,CapBac,247.5,pollinator,0
5PF1,CapBacCasSyl,CapBac,247.5,predator,0
5PF1,CapBacCasSyl,CasSyl,247.5,ant,0
5PF1,CapBacCasSyl,CasSyl,247.5,herbivore,0
5PF1,CapBacCasSyl,CasSyl,247.5,phloem_feeder,1
5PF1,CapBacCasSyl,CasSyl,247.5,pollinator,0
5PF1,CapBacCasSyl,CasSyl,247.5,predator,0
5PF1,CapBacCelIgu,CapBac,247.5,ant,0
5PF1,CapBacCelIgu,CapBac,247.5,herbivore,0
5PF1,CapBacCelIgu,CapBac,247.5,phloem_feeder,2
5PF1,CapBacCelIgu,CapBac,247.5,pollinator,0
5PF1,CapBacCelIgu,CapBac,247.5,predator,0
5PF1,CapBacTreMic,CapBac,247.5,ant,0
5PF1,CapBacTreMic,CapBac,247.5,herbivore,2
5PF1,CapBacTreMic,CapBac,247.5,phloem_feeder,2
5PF1,CapBacTreMic,CapBac,247.5,pollinator,0
5PF1,CapBacTreMic,CapBac,247.5,predator,0
5PF1,CapBacTreMic,TreMic,247.5,ant,1
5PF1,CapBacTreMic,TreMic,247.5,herbivore,0
5PF1,CapBacTreMic,TreMic,247.5,phloem_feeder,1
5PF1,CapBacTreMic,TreMic,247.5,pollinator,0
5PF1,CapBacTreMic,TreMic,247.5,predator,0
5PF1,CasDecTreMic,CasDec,231.6,ant,0
5PF1,CasDecTreMic,CasDec,231.6,herbivore,0
5PF1,CasDecTreMic,CasDec,231.6,phloem_feeder,1
5PF1,CasDecTreMic,CasDec,231.6,pollinator,0
5PF1,CasDecTreMic,CasDec,231.6,predator,1
5PF1,CasDecTreMic,TreMic,231.6,ant,0
5PF1,CasDecTreMic,TreMic,231.6,herbivore,5
5PF1,CasDecTreMic,TreMic,231.6,phloem_feeder,1
5PF1,CasDecTreMic,TreMic,231.6,pollinator,1
5PF1,CasDecTreMic,TreMic,231.6,predator,0
5PF1,CasSyl,CasSyl,0,ant,1
5PF1,CasSyl,CasSyl,0,herbivore,0
5PF1,CasSyl,CasSyl,0,phloem_feeder,0
5PF1,CasSyl,CasSyl,0,pollinator,0
5PF1,CasSyl,CasSyl,0,predator,0
5PF1,CasSylCelIgu,CelIgu,231.6,ant,1
5PF1,CasSylCelIgu,CelIgu,231.6,herbivore,0
5PF1,CasSylCelIgu,CelIgu,231.6,phloem_feeder,0
5PF1,CasSylCelIgu,CelIgu,231.6,pollinator,0
5PF1,CasSylCelIgu,CelIgu,231.6,predator,0
5PF1,TreMic,TreMic,0,ant,1
5PF1,TreMic,TreMic,0,herbivore,1
5PF1,TreMic,TreMic,0,phloem_feeder,0
5PF1,TreMic,TreMic,0,pollinator,2
5PF1,TreMic,TreMic,0,predator,0
6PF2,AcnArb,AcnArb,0,ant,1
6PF2,AcnArb,AcnArb,0,herbivore,0
6PF2,AcnArb,AcnArb,0,phloem_feeder,3
6PF2,AcnArb,AcnArb,0,pollinator,0
6PF2,AcnArb,AcnArb,0,predator,0
6PF2,AcnArbCapBac,AcnArb,35.1,ant,1
6PF2,AcnArbCapBac,AcnArb,35.1,herbivore,2
6PF2,AcnArbCapBac,AcnArb,35.1,phloem_feeder,1
6PF2,AcnArbCapBac,AcnArb,35.1,pollinator,0
6PF2,AcnArbCapBac,AcnArb,35.1,predator,0
6PF2,AcnArbCapBac,CapBac,35.1,ant,2
6PF2,AcnArbCapBac,CapBac,35.1,herbivore,0
6PF2,AcnArbCapBac,CapBac,35.1,phloem_feeder,0
6PF2,AcnArbCapBac,CapBac,35.1,pollinator,0
6PF2,AcnArbCapBac,CapBac,35.1,predator,0
6PF2,AcnArbCasSyl,AcnArb,247.5,ant,0
6PF2,AcnArbCasSyl,AcnArb,247.5,herbivore,0
6PF2,AcnArbCasSyl,AcnArb,247.5,phloem_feeder,1
6PF2,AcnArbCasSyl,AcnArb,247.5,pollinator,0
6PF2,AcnArbCasSyl,AcnArb,247.5,predator,1
6PF2,AcnArbCelIgu,AcnArb,247.5,ant,0
6PF2,AcnArbCelIgu,AcnArb,247.5,herbivore,1
6PF2,AcnArbCelIgu,AcnArb,247.5,phloem_feeder,2
6PF2,AcnArbCelIgu,AcnArb,247.5,pollinator,0
6PF2,AcnArbCelIgu,AcnArb,247.5,predator,1
6PF2,AcnArbCelIgu,CelIgu,247.5,ant,0
6PF2,AcnArbCelIgu,CelIgu,247.5,herbivore,0
6PF2,AcnArbCelIgu,CelIgu,247.5,phloem_feeder,1
6PF2,AcnArbCelIgu,CelIgu,247.5,pollinator,0
6PF2,AcnArbCelIgu,CelIgu,247.5,predator,0
6PF2,AcnArbTreMic,AcnArb,247.5,ant,4
6PF2,AcnArbTreMic,AcnArb,247.5,herbivore,1
6PF2,AcnArbTreMic,AcnArb,247.5,phloem_feeder,2
6PF2,AcnArbTreMic,AcnArb,247.5,pollinator,0
6PF2,AcnArbTreMic,AcnArb,247.5,predator,0
6PF2,All,AcnArb,460.6,ant,0
6PF2,All,AcnArb,460.6,herbivore,2
6PF2,All,AcnArb,460.6,phloem_feeder,1
6PF2,All,AcnArb,460.6,pollinator,1
6PF2,All,AcnArb,460.6,predator,0
6PF2,All,CapBac,460.6,ant,1
6PF2,All,CapBac,460.6,herbivore,2
6PF2,All,CapBac,460.6,phloem_feeder,1
6PF2,All,CapBac,460.6,pollinator,0
6PF2,All,CapBac,460.6,predator,1
6PF2,All,CasDec,460.6,ant,0
6PF2,All,CasDec,460.6,herbivore,1
6PF2,All,CasDec,460.6,phloem_feeder,0
6PF2,All,CasDec,460.6,pollinator,0
6PF2,All,CasDec,460.6,predator,0
6PF2,All,CelIgu,460.6,ant,1
6PF2,All,CelIgu,460.6,herbivore,1
6PF2,All,CelIgu,460.6,phloem_feeder,1
6PF2,All,CelIgu,460.6,pollinator,1
6PF2,All,CelIgu,460.6,predator,0
6PF2,All,TreMic,460.6,ant,0
6PF2,All,TreMic,460.6,herbivore,0
6PF2,All,TreMic,460.6,phloem_feeder,1
6PF2,All,TreMic,460.6,pollinator,0
6PF2,All,TreMic,460.6,predator,0
6PF2,CapBac,CapBac,0,ant,1
6PF2,CapBac,CapBac,0,herbivore,3
6PF2,CapBac,CapBac,0,phloem_feeder,0
6PF2,CapBac,CapBac,0,pollinator,0
6PF2,CapBac,CapBac,0,predator,1
6PF2,CapBacCasDec,CapBac,247.5,ant,0
6PF2,CapBacCasDec,CapBac,247.5,herbivore,2
6PF2,CapBacCasDec,CapBac,247.5,phloem_feeder,0
6PF2,CapBacCasDec,CapBac,247.5,pollinator,0
6PF2,CapBacCasDec,CapBac,247.5,predator,0
6PF2,CapBacCasDec,CasDec,247.5,ant,0
6PF2,CapBacCasDec,CasDec,247.5,herbivore,0
6PF2,CapBacCasDec,CasDec,247.5,phloem_feeder,3
6PF2,CapBacCasDec,CasDec,247.5,pollinator,0
6PF2,CapBacCasDec,CasDec,247.5,predator,0
6PF2,CapBacCasSyl,CapBac,247.5,ant,0
6PF2,CapBacCasSyl,CapBac,247.5,herbivore,0
6PF2,CapBacCasSyl,CapBac,247.5,phloem_feeder,1
6PF2,CapBacCasSyl,CapBac,247.5,pollinator,1
6PF2,CapBacCasSyl,CapBac,247.5,predator,0
6PF2,CapBacCasSyl,CasSyl,247.5,ant,1
6PF2,CapBacCasSyl,CasSyl,247.5,herbivore,1
6PF2,CapBacCasSyl,CasSyl,247.5,phloem_feeder,2
6PF2,CapBacCasSyl,CasSyl,247.5,pollinator,0
6PF2,CapBacCasSyl,CasSyl,247.5,predator,0
6PF2,CapBacCelIgu,CapBac,247.5,ant,2
6PF2,CapBacCelIgu,CapBac,247.5,herbivore,1
6PF2,CapBacCelIgu,CapBac,247.5,phloem_feeder,0
6PF2,CapBacCelIgu,CapBac,247.5,pollinator,0
6PF2,CapBacCelIgu,CapBac,247.5,predator,0
6PF2,CapBacCelIgu,CelIgu,247.5,ant,3
6PF2,CapBacCelIgu,CelIgu,247.5,herbivore,1
6PF2,CapBacCelIgu,CelIgu,247.5,phloem_feeder,1
6PF2,CapBacCelIgu,CelIgu,247.5,pollinator,0
6PF2,CapBacCelIgu,CelIgu,247.5,predator,1
6PF2,CapBacTreMic,CapBac,247.5,ant,0
6PF2,CapBacTreMic,CapBac,247.5,herbivore,0
6PF2,CapBacTreMic,CapBac,247.5,phloem_feeder,0
6PF2,CapBacTreMic,CapBac,247.5,pollinator,0
6PF2,CapBacTreMic,CapBac,247.5,predator,1
6PF2,CapBacTreMic,TreMic,247.5,ant,0
6PF2,CapBacTreMic,TreMic,247.5,herbivore,0
6PF2,CapBacTreMic,TreMic,247.5,phloem_feeder,0
6PF2,CapBacTreMic,TreMic,247.5,pollinator,1
6PF2,CapBacTreMic,TreMic,247.5,predator,0
6PF2,CasDecCelIgu,CasDec,231.6,ant,0
6PF2,CasDecCelIgu,CasDec,231.6,herbivore,0
6PF2,CasDecCelIgu,CasDec,231.6,phloem_feeder,0
6PF2,CasDecCelIgu,CasDec,231.6,pollinator,0
6PF2,CasDecCelIgu,CasDec,231.6,predator,1
6PF2,CasDecCelIgu,CelIgu,231.6,ant,0
6PF2,CasDecCelIgu,CelIgu,231.6,herbivore,0
6PF2,CasDecCelIgu,CelIgu,231.6,phloem_feeder,0
6PF2,CasDecCelIgu,CelIgu,231.6,pollinator,0
6PF2,CasDecCelIgu,CelIgu,231.6,predator,1
6PF2,CasDecTreMic,TreMic,231.6,ant,0
6PF2,CasDecTreMic,TreMic,231.6,herbivore,0
6PF2,CasDecTreMic,TreMic,231.6,phloem_feeder,0
6PF2,CasDecTreMic,TreMic,231.6,pollinator,0
6PF2,CasDecTreMic,TreMic,231.6,predator,1
6PF2,CasSyl,CasSyl,0,ant,1
6PF2,CasSyl,CasSyl,0,herbivore,0
6PF2,CasSyl,CasSyl,0,phloem_feeder,1
6PF2,CasSyl,CasSyl,0,pollinator,0
6PF2,CasSyl,CasSyl,0,predator,0
6PF2,CasSylCelIgu,CasSyl,231.6,ant,0
6PF2,CasSylCelIgu,CasSyl,231.6,herbivore,0
6PF2,CasSylCelIgu,CasSyl,231.6,phloem_feeder,0
6PF2,CasSylCelIgu,CasSyl,231.6,pollinator,0
6PF2,CasSylCelIgu,CasSyl,231.6,predator,2
6PF2,CasSylCelIgu,CelIgu,231.6,ant,2
6PF2,CasSylCelIgu,CelIgu,231.6,herbivore,0
6PF2,CasSylCelIgu,CelIgu,231.6,phloem_feeder,0
6PF2,CasSylCelIgu,CelIgu,231.6,pollinator,0
6PF2,CasSylCelIgu,CelIgu,231.6,predator,1
6PF2,CasSylTreMic,TreMic,231.6,ant,0
6PF2,CasSylTreMic,TreMic,231.6,herbivore,0
6PF2,CasSylTreMic,TreMic,231.6,phloem_feeder,0
6PF2,CasSylTreMic,TreMic,231.6,pollinator,0
6PF2,CasSylTreMic,TreMic,231.6,predator,1
6PF2,CelIgu,CelIgu,0,ant,1
6PF2,CelIgu,CelIgu,0,herbivore,0
6PF2,CelIgu,CelIgu,0,phloem_feeder,0
6PF2,CelIgu,CelIgu,0,pollinator,0
6PF2,CelIgu,CelIgu,0,predator,0
6PF2,TreMic,TreMic,0,ant,2
6PF2,TreMic,TreMic,0,herbivore,1
6PF2,TreMic,TreMic,0,phloem_feeder,2
6PF2,TreMic,TreMic,0,pollinator,0
6PF2,TreMic,TreMic,0,predator,0
7ZM,AcnArb,AcnArb,0,ant,1
7ZM,AcnArb,AcnArb,0,herbivore,0
7ZM,AcnArb,AcnArb,0,phloem_feeder,2
7ZM,AcnArb,AcnArb,0,pollinator,0
7ZM,AcnArb,AcnArb,0,predator,1
7ZM,AcnArbCapBac,AcnArb,35.1,ant,1
7ZM,AcnArbCapBac,AcnArb,35.1,herbivore,3
7ZM,AcnArbCapBac,AcnArb,35.1,phloem_feeder,3
7ZM,AcnArbCapBac,AcnArb,35.1,pollinator,0
7ZM,AcnArbCapBac,AcnArb,35.1,predator,0
7ZM,AcnArbCapBac,CapBac,35.1,ant,0
7ZM,AcnArbCapBac,CapBac,35.1,herbivore,0
7ZM,AcnArbCapBac,CapBac,35.1,phloem_feeder,1
7ZM,AcnArbCapBac,CapBac,35.1,pollinator,0
7ZM,AcnArbCapBac,CapBac,35.1,predator,0
7ZM,AcnArbCasDec,AcnArb,247.5,ant,1
7ZM,AcnArbCasDec,AcnArb,247.5,herbivore,1
7ZM,AcnArbCasDec,AcnArb,247.5,phloem_feeder,1
7ZM,AcnArbCasDec,AcnArb,247.5,pollinator,0
7ZM,AcnArbCasDec,AcnArb,247.5,predator,0
7ZM,AcnArbCasDec,CasDec,247.5,ant,0
7ZM,AcnArbCasDec,CasDec,247.5,herbivore,0
7ZM,AcnArbCasDec,CasDec,247.5,phloem_feeder,1
7ZM,AcnArbCasDec,CasDec,247.5,pollinator,0
7ZM,AcnArbCasDec,CasDec,247.5,predator,0
7ZM,AcnArbCasSyl,AcnArb,247.5,ant,2
7ZM,AcnArbCasSyl,AcnArb,247.5,herbivore,5
7ZM,AcnArbCasSyl,AcnArb,247.5,phloem_feeder,5
7ZM,AcnArbCasSyl,AcnArb,247.5,pollinator,0
7ZM,AcnArbCasSyl,AcnArb,247.5,predator,1
7ZM,AcnArbCelIgu,AcnArb,247.5,ant,0
7ZM,AcnArbCelIgu,AcnArb,247.5,herbivore,2
7ZM,AcnArbCelIgu,AcnArb,247.5,phloem_feeder,1
7ZM,AcnArbCelIgu,AcnArb,247.5,pollinator,0
7ZM,AcnArbCelIgu,AcnArb,247.5,predator,0
7ZM,AcnArbCelIgu,CelIgu,247.5,ant,0
7ZM,AcnArbCelIgu,CelIgu,247.5,herbivore,0
7ZM,AcnArbCelIgu,CelIgu,247.5,phloem_feeder,0
7ZM,AcnArbCelIgu,CelIgu,247.5,pollinator,0
7ZM,AcnArbCelIgu,CelIgu,247.5,predator,1
7ZM,AcnArbTreMic,AcnArb,247.5,ant,3
7ZM,AcnArbTreMic,AcnArb,247.5,herbivore,2
7ZM,AcnArbTreMic,AcnArb,247.5,phloem_feeder,4
7ZM,AcnArbTreMic,AcnArb,247.5,pollinator,0
7ZM,AcnArbTreMic,AcnArb,247.5,predator,0
7ZM,AcnArbTreMic,TreMic,247.5,ant,0
7ZM,AcnArbTreMic,TreMic,247.5,herbivore,0
7ZM,AcnArbTreMic,TreMic,247.5,phloem_feeder,0
7ZM,AcnArbTreMic,TreMic,247.5,pollinator,0
7ZM,AcnArbTreMic,TreMic,247.5,predator,1
7ZM,All,AcnArb,460.6,ant,1
7ZM,All,AcnArb,460.6,herbivore,3
7ZM,All,AcnArb,460.6,phloem_feeder,8
7ZM,All,AcnArb,460.6,pollinator,0
7ZM,All,AcnArb,460.6,predator,0
7ZM,All,CapBac,460.6,ant,0
7ZM,All,CapBac,460.6,herbivore,1
7ZM,All,CapBac,460.6,phloem_feeder,0
7ZM,All,CapBac,460.6,pollinator,0
7ZM,All,CapBac,460.6,predator,0
7ZM,All,CasSyl,460.6,ant,0
7ZM,All,CasSyl,460.6,herbivore,0
7ZM,All,CasSyl,460.6,phloem_feeder,1
7ZM,All,CasSyl,460.6,pollinator,0
7ZM,All,CasSyl,460.6,predator,0
7ZM,All,CelIgu,460.6,ant,0
7ZM,All,CelIgu,460.6,herbivore,1
