Site,Treatment,Treat2,Plot,plant_sp,N Rows,Grass,Height.avg,Diameter,Fruit.number,Fruit.per.ind,Visits,Visits.per.ind,n.seeds_avg,sum.seeds,seeds.per.ind,Div_treat,logHeight,LogDiam,root_grass,log_fruit_percapita,het_treat
04AJ,All,Hetero.All,19,Acnistus_arborescens,50,70,215.33333,101.2875,174.28571428571,43.571428571429,9,2.25,14.375,115,28.75,6,5.3768204279,4.6277874759,8.3666002653,3.7970930388,6
04AJ,All,Hetero.All,19,Capsicum_baccatum,50,70,119.66667,43.4,211.11111111111,52.777777777778,2,0.5,9.5,38,9.5,6,4.7930319234,3.7932394694,8.3666002653,3.9848603294,6
04AJ,All,Hetero.All,19,Casearia_sylvestris,50,70,112.33333,21.8675,0,0,0,0,0,0,0,6,4.7303333286,3.1297166885,8.3666002653,0,6
04AJ,All,Hetero.All,19,Celtis_iguanaea,50,70,117.33333,13.57,0,0,0,0,0,0,0,6,4.7735055005,2.6789646202,8.3666002653,0,6
04AJ,All,Hetero.All,19,Trema_micrantha,50,70,362,29.175,265.45454545455,66.363636363636,7,1.75,16.5,66,16.5,6,5.8944028343,3.407013767,8.3666002653,4.2101053525,6
04AJ,CapBac,Intra,22,Capsicum_baccatum,50,65,160.66667,44.835,912,38,1,0.0416666666667,45,450,18.75,1,5.0855366025,3.8250479914,8.0622577483,3.6635616461,1
04AJ,CapBac&CasDec,Hetero.diff,23,Capsicum_baccatum,200,80,134,40.0675,459.0625,38.255208333333,4,0.3333333333333,37.272727272727,410,34.166666666667,2,4.9052747784,3.7152170544,8.94427191,3.6700841318,3
04AJ,CapBac&CasSyl,Hetero.diff,3,Capsicum_baccatum,200,85,133.66667,49.12,277,23.083333333333,2,0.1666666666667,10.444444444444,94,7.8333333333333,2,4.9028025895,3.91442013,9.2195444573,3.1815200383,3
04AJ,CapBac&CasSyl,Hetero.diff,3,Casearia_sylvestris,200,85,136.33333,36.395,200,16.666666666667,1,0.0833333333333,0,0,0,2,4.9224110604,3.6215370056,9.2195444573,2.8716796249,3
04AJ,CapBac&CelIgu,Hetero.diff,13,Capsicum_baccatum,200,90,122,0,501.66666666667,41.805555555556,0,0,17.1,171,14.25,2,4.8121843554,0,9.4868329805,3.7566678969,3
04AJ,CapBac&CelIgu,Hetero.diff,13,Celtis_iguanaea,200,90,79.666667,19.1775,0,0,0,0,0,0,0,2,4.3903254375,3.0045681222,9.4868329805,0,3
04AJ,CapBac&TreMic,Hetero.diff,4,Capsicum_baccatum,200,80,162.33333,23.76,385.55555555556,32.12962962963,5,0.4166666666667,21.142857142857,148,12.333333333333,2,5.0957931022,3.2092294478,8.94427191,3.5004280369,3
04AJ,CapBac&TreMic,Hetero.diff,4,Trema_micrantha,200,80,264.33333,31.4025,697.5,58.125,7,0.5833333333333,16.25,65,5.4166666666667,2,5.5809868971,3.4782355803,8.94427191,4.0796538468,3
04AJ,CasDec&CasSyl,Hetero.same,16,Casearia_sylvestris,50,90,128.66667,30.4725,0,0,3,0.25,8.2857142857143,58,4.8333333333333,2,4.8649670552,3.4491141487,9.4868329805,0,2
04AJ,CasDec&CelIgu,Hetero.diff,9,Celtis_iguanaea,200,100,121,22.1575,0,0,0,0,80,80,6.6666666666667,2,4.8040210447,3.1423187021,10,0,3
04AJ,CasDec&TreMic,Hetero.diff,7,Trema_micrantha,200,95,228.66667,49.9525,841.66666666667,70.138888888889,13,1.0833333333333,2.5384615384615,33,2.75,2,5.4366289825,3.9308938262,9.7467943448,4.2646341477,3
04AJ,CasSyl,Intra,10,Casearia_sylvestris,50,100,151.66667,33.905,116.66666666667,4.8611111111111,4,0.1666666666667,14.2,142,5.9166666666667,1,5.0282568957,3.5526300854,10,1.768339195,1
04AJ,CasSyl&CelIgu,Hetero.diff,11,Casearia_sylvestris,200,100,126.33333,36.895,0,0,0,0,7,70,5.8333333333333,2,4.8468083197,3.6348191773,10,0,3
04AJ,CasSyl&CelIgu,Hetero.diff,11,Celtis_iguanaea,200,100,77.333333,22.215,0,0,0,0,0,0,0,2,4.3609732254,3.1447986215,10,0,3
04AJ,CasSyl&TreMic,Hetero.diff,2,Casearia_sylvestris,200,100,97.333333,30.3775,0,0,0,0,0,0,0,2,4.5883630676,3.4460910756,10,0,3
04AJ,CasSyl&TreMic,Hetero.diff,2,Trema_micrantha,200,100,197,32.5225,1417.1428571429,118.09523809524,14,1.1666666666667,0.8125,13,1.0833333333333,2,5.2882670307,3.5122168552,10,4.7799234932,3
04AJ,CelIgu,Intra,5,Celtis_iguanaea,50,90,97.333333,14.4725,0,0,0,0,10.1,101,4.2083333333333,1,4.5883630676,2.7390642546,9.4868329805,0,1
04AJ,CelIgu&TreMic,Hetero.same,17,Celtis_iguanaea,50,90,118.33333,19.765,0,0,0,0,0,0,0,2,4.7819206975,3.0332688771,9.4868329805,0,2
04AJ,CelIgu&TreMic,Hetero.same,17,Trema_micrantha,50,90,276.66667,25.9625,273,22.75,7,0.5833333333333,2.3333333333333,28,2.3333333333333,2,5.6264213536,3.2944470117,9.4868329805,3.1675825305,2
04AJ,TreMic,Intra,18,Trema_micrantha,50,100,289.33333,64.255,497.5,20.729166666667,11,0.4583333333333,9.2,92,3.8333333333333,1,5.6710296881,4.1783026716,10,3.0786554441,1
05PF1,AcnArb,Intra,1,Acnistus_arborescens,50,40,259.33333,77.5175,942.4,39.266666666667,6,0.25,32,352,14.666666666667,1,5.561962861,4.3633215299,6.3245553203,3.6955239968,1
05PF1,AcnArb&CapBac,Hetero.same,5,Acnistus_arborescens,50,60,274.33333,53.43,179,14.916666666667,3,0.25,11,99,8.25,2,5.6179824847,3.9969154724,7.7459666924,2.7673667783,2
05PF1,AcnArb&CapBac,Hetero.same,5,Capsicum_baccatum,50,60,82.666667,20.775,170.42857142857,14.202380952381,1,0.0833333333333,7,35,2.9166666666667,2,4.4268406505,3.0807625227,7.7459666924,2.7214520572,2
05PF1,AcnArb&CasDec,Hetero.diff,15,Acnistus_arborescens,200,30,358.33333,87.8625,265,22.083333333333,2,0.1666666666667,30.357142857143,425,35.416666666667,2,5.8842504627,4.4870902313,5.4772255751,3.1391108564,3
05PF1,AcnArb&CasSyl,Hetero.diff,16,Acnistus_arborescens,200,60,293,105.5075,133.4,11.116666666667,2,0.1666666666667,17.285714285714,242,20.166666666667,2,5.6835797673,4.6682154052,7.7459666924,2.4945819153,3
05PF1,AcnArb&CasSyl,Hetero.diff,16,Casearia_sylvestris,200,60,111.66667,24.8675,80,6.6666666666667,0,0,0,0,0,2,4.7244336071,3.2529873545,7.7459666924,2.0368819273,3
05PF1,AcnArb&CelIgu,Hetero.diff,18,Acnistus_arborescens,200,40,295.33333,63.7525,243,20.25,0,0,15.875,254,21.166666666667,2,5.6914849467,4.1705723099,6.3245553203,3.0563568954,3
05PF1,AcnArb&CelIgu,Hetero.diff,18,Celtis_iguanaea,200,40,89.333333,8.255,0,0,0,0,0,0,0,2,4.5035065322,2.225163946,6.3245553203,0,3
05PF1,AcnArb&TreMic,Hetero.diff,8,Acnistus_arborescens,200,15,185.33333,62.7025,1050,87.5,2,0.1666666666667,7.2,36,3,2,5.2275371843,4.1542238083,3.8729833462,4.483002552,3
05PF1,AcnArb&TreMic,Hetero.diff,8,Trema_micrantha,200,15,372.66667,48.495,300,25,2,0.1666666666667,17.1,171,14.25,2,5.9233641345,3.9018716544,3.8729833462,3.258096538,3
05PF1,All,Hetero.All,23,Acnistus_arborescens,50,20,307.66667,103.4375,350,87.5,2,0.5,3,6,1.5,6,5.7322619461,4.6485888064,4.472135955,4.483002552,6
05PF1,All,Hetero.All,23,Capsicum_baccatum,50,20,161.66667,48.38,164.54545454545,41.136363636364,0,0,20.25,162,40.5,6,5.0917031174,3.8995454839,4.472135955,3.7409111122,6
05PF1,All,Hetero.All,23,Casearia_sylvestris,50,20,113.33333,34.366667,20,5,1,0.25,0,0,0,6,4.7391181582,3.565769757,4.472135955,1.7917594692,6
05PF1,All,Hetero.All,23,Celtis_iguanaea,50,20,112.66667,21.9,0,0,0,0,0,0,0,6,4.7332701889,3.1311369106,4.472135955,0,6
05PF1,All,Hetero.All,23,Trema_micrantha,50,20,323.33333,68.3975,356.92307692308,89.230769230769,5,1.25,13.625,109,27.25,6,5.7817717934,4.2398508438,4.472135955,4.5023704912,6
05PF1,CapBac,Intra,9,Capsicum_baccatum,50,20,170,31.95,503.84615384615,20.99358974359,4,0.1666666666667,43.142857142857,604,25.166666666667,1,5.1416635565,3.4949912609,4.472135955,3.0907510356,1
05PF1,CapBac&CasDec,Hetero.diff,3,Capsicum_baccatum,200,42,160.33333,30.2975,176.33333333333,14.694444444444,7,0.5833333333333,19.923076923077,259,21.583333333333,2,5.0834726178,3.4435382222,6.4807406984,2.7533067927,3
05PF1,CapBac&CasSyl,Hetero.diff,17,Capsicum_baccatum,200,50,153.33333,50.805,248.18181818182,20.681818181818,2,0.1666666666667,33.388888888889,601,50.083333333333,2,5.0391147652,3.9474866697,7.0710678119,3.0764740375,3
05PF1,CapBac&CasSyl,Hetero.diff,17,Casearia_sylvestris,200,50,134.33333,28.3525,100,8.3333333333333,0,0,0,0,0,2,4.9077408707,3.3793777215,7.0710678119,2.2335922215,3
05PF1,CapBac&CelIgu,Hetero.diff,13,Capsicum_baccatum,200,60,153.33333,45.2725,413.84615384615,34.48717948718,6,0.5,51.666666666667,930,77.5,2,5.0391147652,3.8345478321,7.7459666924,3.56917149,3
05PF1,CapBac&CelIgu,Hetero.diff,13,Celtis_iguanaea,200,60,68.333333,11.9375,0,0,0,0,0,0,0,2,4.238925791,2.560130071,7.7459666924,0,3
05PF1,CapBac&TreMic,Hetero.diff,12,Capsicum_baccatum,200,17,171.66667,35.4675,453.57142857143,37.797619047619,8,0.6666666666667,17.333333333333,260,21.666666666667,2,5.1513629538,3.596421453,4.1231056256,3.65835888,3
05PF1,CapBac&TreMic,Hetero.diff,12,Trema_micrantha,200,17,275,54.1275,343.07692307692,28.589743589744,1,0.0833333333333,16.090909090909,177,14.75,2,5.6204008657,4.0096486842,4.1231056256,3.3874278009,3
05PF1,CasDec&CasSyl,Hetero.same,6,Casearia_sylvestris,50,80,131,48.4475,0,0,0,0,3.1,31,2.5833333333333,2,4.8828019226,3.9009115007,8.94427191,0,2
05PF1,CasDec&CelIgu,Hetero.diff,14,Celtis_iguanaea,200,40,101.66667,13.8275,0,0,0,0,5,5,0.4166666666667,2,4.6314874946,2.6964835647,6.3245553203,0,3
05PF1,CasDec&TreMic,Hetero.diff,19,Trema_micrantha,200,25,302,89.31,434.61538461539,36.217948717949,5,0.4166666666667,10.058823529412,171,14.25,2,5.7137328055,4.5032481963,5,3.6167911373,3
05PF1,CasSyl,Intra,4,Casearia_sylvestris,50,70,91.666667,37.39,0,0,1,0.0416666666667,7.2222222222222,65,2.7083333333333,1,4.5290088251,3.647797009,8.3666002653,0,1
05PF1,CasSyl&CelIgu,Hetero.diff,7,Casearia_sylvestris,200,65,126,31.34,55,4.5833333333333,0,0,1.6363636363636,18,1.5,2,4.8441870865,3.4763048541,8.0622577483,1.7197859696,3
05PF1,CasSyl&CelIgu,Hetero.diff,7,Celtis_iguanaea,200,65,88,18.4975,0,0,0,0,0,0,0,2,4.4886363697,2.9702862522,8.0622577483,0,3
05PF1,CasSyl&TreMic,Hetero.diff,20,Casearia_sylvestris,200,20,111.66667,44.5425,0,0,0,0,0,0,0,2,4.7244336071,3.8186459559,4.472135955,0,3
05PF1,CasSyl&TreMic,Hetero.diff,20,Trema_micrantha,200,20,347.66667,63.7025,358.57142857143,29.880952380952,7,0.5833333333333,8.4285714285714,118,9.8333333333333,2,5.8541163561,4.1697998406,4.472135955,3.430139566,3
05PF1,CelIgu,Intra,10,Celtis_iguanaea,50,30,104.33333,15.675,0,0,0,0,7.4166666666667,89,3.7083333333333,1,4.6571299246,2.8139105918,5.4772255751,0,1
05PF1,CelIgu&TreMic,Hetero.same,11,Celtis_iguanaea,50,25,58.333333,11.4375,0,0,0,0,0,0,0,2,4.0831712616,2.5207161025,5,0,2
05PF1,CelIgu&TreMic,Hetero.same,11,Trema_micrantha,50,25,235,48.9,407.14285714286,33.928571428571,7,0.5833333333333,16.333333333333,294,24.5,2,5.463831805,3.9100210028,5,3.5533051599,2
05PF1,TreMic,Intra,2,Trema_micrantha,50,22,270.33333,63.1,359.33333333333,14.972222222222,15,0.625,22.214285714286,311,12.958333333333,1,5.6033480772,4.1604443639,4.6904157598,2.7708511023,1
06PF2,AcnArb,Intra,22,Acnistus_arborescens,50,70,251,78.59,191,7.9583333333333,6,0.25,13.090909090909,144,6,1,5.5294290875,4.3768884568,8.3666002653,2.1925841978,1
06PF2,AcnArb&CapBac,Hetero.same,21,Acnistus_arborescens,50,40,249.33333,104.1775,166.25,13.854166666667,6,0.5,4.5714285714286,32,2.6666666666667,2,5.522793363,4.6556493991,6.3245553203,2.6982804095,2
06PF2,AcnArb&CapBac,Hetero.same,21,Capsicum_baccatum,50,40,147.33333,29.805,403.63636363636,33.636363636364,7,0.5833333333333,3.375,27,2.25,2,4.9994619933,3.4276770145,6.3245553203,3.5449041023,2
06PF2,AcnArb&CasDec,Hetero.diff,19,Acnistus_arborescens,200,70,284.33333,73.495,161.42857142857,13.452380952381,8,0.6666666666667,9.3636363636364,103,8.5833333333333,2,5.6536580874,4.310732009,8.3666002653,2.6708591728,3
06PF2,AcnArb&CasSyl,Hetero.diff,16,Acnistus_arborescens,200,20,230,83.945,77.125,6.4270833333333,6,0.5,17.083333333333,205,17.083333333333,2,5.4424177105,4.4420039882,4.472135955,2.0051332289,3
06PF2,AcnArb&CasSyl,Hetero.diff,16,Casearia_sylvestris,200,20,122,30.6025,50,4.1666666666667,0,0,0,0,0,2,4.8121843554,3.4532362314,4.472135955,1.6422277353,3
06PF2,AcnArb&CelIgu,Hetero.diff,12,Acnistus_arborescens,200,35,287.66667,94.19,268.375,22.364583333333,5,0.4166666666667,3.5454545454546,39,3.25,2,5.66527262,4.5558748943,5.9160797831,3.1512213431,3
06PF2,AcnArb&CelIgu,Hetero.diff,12,Celtis_iguanaea,200,35,158.33333,32.29,0,0,0,0,0,0,0,2,5.0709984436,3.5052570516,5.9160797831,0,3
06PF2,AcnArb&TreMic,Hetero.diff,17,Acnistus_arborescens,200,4,215,47.7225,120,10,0,0,0,0,0,2,5.3752784077,3.8861409357,2,2.3978952728,3
06PF2,AcnArb&TreMic,Hetero.diff,17,Trema_micrantha,200,4,365.66667,59.95,401.46666666667,33.455555555556,7,0.5833333333333,7,77,6.4166666666667,2,5.9044531702,4.1100538559,2,3.5396702488,3
06PF2,All,Hetero.All,6,Acnistus_arborescens,50,10,280.33333,153.83,88.222222222222,22.055555555556,8,2,9.125,73,18.25,6,5.6395402058,5.0423277408,3.1622776602,3.1379067623,6
06PF2,All,Hetero.All,6,Capsicum_baccatum,50,10,117,44.22,733.63636363636,183.40909090909,1,0.25,6.3333333333333,57,14.25,6,4.7706846245,3.8115394668,3.1622776602,5.2171566098,6
06PF2,All,Hetero.All,6,Casearia_sylvestris,50,10,151.66667,81.015,140,35,0,0,0.3333333333333,1,0.25,6,5.0282568957,4.4069021574,3.1622776602,3.5835189385,6
06PF2,All,Hetero.All,6,Celtis_iguanaea,50,10,143,43.62,0,0,0,0,0,0,0,6,4.9698132996,3.798182189,3.1622776602,0,6
06PF2,All,Hetero.All,6,Trema_micrantha,50,10,298.66667,72.7475,297.77777777778,74.444444444444,12,3,13.5,108,27,6,5.7026707459,4.3006470963,3.1622776602,4.3233965502,6
06PF2,CapBac,Intra,20,Capsicum_baccatum,50,40,145.33333,45.8375,334.16666666667,13.923611111111,4,0.1666666666667,12.1,121,5.0416666666667,1,4.9858871242,3.8466841641,6.3245553203,2.7029445971,1
06PF2,CapBac&CasDec,Hetero.diff,23,Capsicum_baccatum,200,50,127.33333,49.01,319,26.583333333333,4,0.3333333333333,23.066666666667,346,28.833333333333,2,4.8546310454,3.9122229854,7.0710678119,3.3172117256,3
06PF2,CapBac&CasSyl,Hetero.diff,3,Capsicum_baccatum,200,20,148.66667,52.125,383.33333333333,31.944444444444,11,0.9166666666667,11,132,11,2,5.0084105993,3.9726476272,4.472135955,3.4948226411,3
06PF2,CapBac&CasSyl,Hetero.diff,3,Casearia_sylvestris,200,20,140.66667,52.41,0,0,1,0.0833333333333,0,0,0,2,4.9534768805,3.9779979944,4.472135955,0,3
06PF2,CapBac&CelIgu,Hetero.diff,8,Capsicum_baccatum,200,30,156.66667,51.8125,418.46153846154,34.871794871795,3,0.25,20.125,322,26.833333333333,2,5.0604831,3.9667479051,5.4772255751,3.5799513285,3
06PF2,CapBac&CelIgu,Hetero.diff,8,Celtis_iguanaea,200,30,205,52.71,40,3.3333333333333,2,0.1666666666667,0,0,0,2,5.3278761688,3.9835992039,5.4772255751,1.4663370688,3
06PF2,CapBac&TreMic,Hetero.diff,11,Capsicum_baccatum,200,4,149,49.9975,277.66666666667,23.138888888889,8,0.6666666666667,10.153846153846,132,11,2,5.0106352941,3.9317766119,2,3.1838241868,3
06PF2,CapBac&TreMic,Hetero.diff,11,Trema_micrantha,200,4,375.33333,75.35,428.57142857143,35.714285714286,16,1.3333333333333,10.7,107,8.9166666666667,2,5.9304752754,4.3353280317,2,3.6031659358,3
06PF2,CasDec&CasSyl,Hetero.same,15,Casearia_sylvestris,50,5,154,39.9225,70,5.8333333333333,3,0.25,0.4444444444444,4,0.3333333333333,2,5.0434251169,3.711680034,2.2360679775,1.9218125975,2
06PF2,CasDec&CelIgu,Hetero.diff,1,Celtis_iguanaea,200,15,189.66667,48.7575,0,0,1,0.0833333333333,8,32,2.6666666666667,2,5.2505267029,3.907161206,3.8729833462,0,3
06PF2,CasDec&TreMic,Hetero.diff,2,Trema_micrantha,200,10,315.66667,57.0675,652.85714285714,54.404761904762,7,0.5833333333333,5.5333333333333,83,6.9166666666667,2,5.757849696,4.061606127,3.1622776602,4.014665545,3
06PF2,CasSyl,Intra,9,Casearia_sylvestris,50,8,144.33333,35.08,300,12.5,0,0,0.5454545454545,6,0.25,1,4.9790299545,3.5857386952,2.8284271247,2.6026896854,1
06PF2,CasSyl&CelIgu,Hetero.diff,7,Casearia_sylvestris,200,10,140.66667,74.36,200,16.666666666667,2,0.1666666666667,15.923076923077,207,17.25,2,4.9534768805,4.3222766303,3.1622776602,2.8716796249,3
06PF2,CasSyl&CelIgu,Hetero.diff,7,Celtis_iguanaea,200,10,220.66667,56.95,50,4.1666666666667,0,0,0,0,0,2,5.4011747521,4.0595805698,3.1622776602,1.6422277353,3
06PF2,CasSyl&TreMic,Hetero.diff,5,Casearia_sylvestris,200,3,153,60.75,100,8.3333333333333,0,0,1,1,0.0833333333333,2,5.0369526024,4.1230939755,1.7320508076,2.2335922215,3
06PF2,CasSyl&TreMic,Hetero.diff,5,Trema_micrantha,200,3,438,78.3925,882,73.5,17,1.4166666666667,11.5,184,15.333333333333,2,6.0844994131,4.3744039054,1.7320508076,4.3107991254,3
06PF2,CelIgu,Intra,4,Celtis_iguanaea,50,25,171,27.9775,0,0,0,0,8.8,132,5.5,1,5.1474944768,3.3665196668,5,0,1
06PF2,CelIgu&TreMic,Hetero.same,18,Celtis_iguanaea,50,15,88.666667,11.636,0,0,0,0,0,0,0,2,4.496099091,2.5365498829,3.8729833462,0,2
06PF2,CelIgu&TreMic,Hetero.same,18,Trema_micrantha,50,15,411.66667,63.015,314.54545454546,26.212121212121,6,0.5,9.7647058823529,166,13.833333333333,2,6.0226401647,4.1591174309,3.8729833462,3.3036625068,2
06PF2,TreMic,Intra,10,Trema_micrantha,50,12,400.66667,50.355,473.33333333333,19.722222222222,18,0.75,2.9090909090909,32,1.3333333333333,1,5.9956225573,3.9387623026,3.4641016151,3.0312066617,1
07ZM,AcnArb,Intra,17,Acnistus_arborescens,50,10,275.66667,115.2575,226.875,9.453125,6,0.25,5.3846153846154,70,2.9166666666667,1,5.6228134122,4.7558075585,3.1622776602,2.3469009768,1
07ZM,AcnArb&CapBac,Hetero.same,20,Acnistus_arborescens,50,5,261.66667,95.3125,154.33333333333,12.861111111111,7,0.5833333333333,24,192,16,2,5.5708858013,4.5675981131,2.2360679775,2.6290871573,2
07ZM,AcnArb&CapBac,Hetero.same,20,Capsicum_baccatum,50,5,173.33333,52.38,272.78571428571,22.732142857143,2,0.1666666666667,25.230769230769,328,27.333333333333,2,5.1609691752,3.977436144,2.2360679775,3.166830368,2
07ZM,AcnArb&CasDec,Hetero.diff,13,Acnistus_arborescens,200,10,254,81.8325,225.625,18.802083333333,6,0.5,34.75,417,34.75,2,5.5412635452,4.4168204965,3.1622776602,2.985787151,3
07ZM,AcnArb&CasSyl,Hetero.diff,18,Acnistus_arborescens,200,10,256.66667,73.8725,148.33333333333,12.361111111111,8,0.6666666666667,13.882352941177,236,19.666666666667,2,5.55166676,4.3157866669,3.1622776602,2.5923483316,3
07ZM,AcnArb&CasSyl,Hetero.diff,18,Casearia_sylvestris,200,10,146.66667,50.0375,123.33333333333,10.277777777778,0,0,0,0,0,2,4.9949574816,3.9325606566,3.1622776602,2.4228342211,3
07ZM,AcnArb&CelIgu,Hetero.diff,3,Acnistus_arborescens,200,1,220.66667,82.835,233.76923076923,19.480769230769,9,0.75,13.944444444444,251,20.916666666667,2,5.4011747521,4.4288505814,1,3.0194863596,3
07ZM,AcnArb&CelIgu,Hetero.diff,3,Celtis_iguanaea,200,1,66.666667,20.005,0,0,0,0,0,0,0,2,4.2145936904,3.0447605046,1,0,3
07ZM,AcnArb&TreMic,Hetero.diff,15,Acnistus_arborescens,200,20,217,67.12,160.625,13.385416666667,5,0.4166666666667,13.5,81,6.75,2,5.3844950628,4.2212708558,4.472135955,2.6662149619,3
07ZM,AcnArb&TreMic,Hetero.diff,15,Trema_micrantha,200,20,341.33333,53.375,406.66666666667,33.888888888889,8,0.6666666666667,19.857142857143,139,11.583333333333,2,5.8357849212,3.9959044894,4.472135955,3.5521684086,3
07ZM,All,Hetero.All,1,Acnistus_arborescens,50,5,294.33333,107.6975,86.166666666667,21.541666666667,0,0,1,5,1.25,6,5.6881046618,4.6885687948,2.2360679775,3.1153654485,6
07ZM,All,Hetero.All,1,Capsicum_baccatum,50,5,138.66667,41.12,146,36.5,1,0.25,8,56,14,6,4.9392586315,3.7405226873,2.2360679775,3.624340933,6
07ZM,All,Hetero.All,1,Casearia_sylvestris,50,5,136.66667,62.6775,206.66666666667,51.666666666667,0,0,0,0,0,6,4.9248353045,4.153831282,2.2360679775,3.9639827444,6
07ZM,All,Hetero.All,1,Celtis_iguanaea,50,5,71.333333,28.53,0,0,0,0,0,0,0,6,4.2812850648,3.3854066958,2.2360679775,0,6
07ZM,All,Hetero.All,1,Trema_micrantha,50,5,345.66667,76.6775,185.45454545455,46.363636363636,3,0.75,10.625,85,21.25,6,5.8483637036,4.3525656401,2.2360679775,3.857854769,6
07ZM,CapBac,Intra,16,Capsicum_baccatum,50,40,140,46.4275,352.1875,14.674479166667,13,0.5416666666667,15.066666666667,226,9.4166666666667,1,4.9487598904,3.8592022292,6.3245553203,2.752033859,1
07ZM,CapBac&CasDec,Hetero.diff,22,Capsicum_baccatum,200,5,187,54.705,551.53846153846,45.961538461539,12,1,32.722222222222,589,49.083333333333,2,5.2364419628,4.0200699095,2.2360679775,3.8493289361,3
07ZM,CapBac&CasSyl,Hetero.diff,23,Capsicum_baccatum,200,5,156.66667,46.2225,290.38461538462,24.198717948718,12,1,55,880,73.333333333333,2,5.0604831,3.8548704739,2.2360679775,3.2267931182,3
07ZM,CapBac&CasSyl,Hetero.diff,23,Casearia_sylvestris,200,5,172.66667,70.445,160,13.333333333333,1,0.0833333333333,5,10,0.8333333333333,2,5.1571377533,4.2689279229,2.2360679775,2.662587827,3
07ZM,CapBac&CelIgu,Hetero.diff,4,Capsicum_baccatum,200,35,125,44.79,205.76923076923,17.147435897436,1,0.0833333333333,17.8125,285,23.75,2,4.836281907,3.8240657267,5.9160797831,2.8985292779,3
07ZM,CapBac&CelIgu,Hetero.diff,4,Celtis_iguanaea,200,35,46,17.7775,0,0,0,0,0,0,0,2,3.8501476017,2.9326593446,5.9160797831,0,3
07ZM,CapBac&TreMic,Hetero.diff,9,Capsicum_baccatum,200,10,133,54.925,139.16666666667,11.597222222222,19,1.5833333333333,12.375,99,8.25,2,4.8978398,4.0240115074,3.1622776602,2.5334763311,3
07ZM,CapBac&TreMic,Hetero.diff,9,Trema_micrantha,200,10,351,60.47,401.25,33.4375,6,0.5,29.583333333333,355,29.583333333333,2,5.8636311756,4.1185492509,3.1622776602,3.5391460869,3
